raion_code,raion,year,avg_wage_agriculture,avg_wage_education,avg_wage_industry,avg_wage_public_admin,avg_wage_total,birth_rate,death_rate,divorce_rate,gross_payroll_total,housing_livable_area_thsd_m2,housing_total_area_thsd_m2,housing_units_thsd,industrial_output_mil_lei,industrial_share_of_total_pct,infant_mortality_rate,marriage_rate,natural_increase_rate
27,Causeni,2018,4506.9,4166.1,4591.1,5797.7,4602.5,12.0,14.3,5.7,520.4,1593.9,2389.4,31.0,395.8,0.7,7.0,6.8,-2.3
27,Causeni,2019,5109.6,5233.0,5734.6,6399.7,5459.4,11.9,14.6,5.1,645.7,1595.6,2392.5,31.0,356.9,0.6,9.6,6.9,-2.6
27,Causeni,2020,4915.4,5890.1,6268.0,7006.3,5990.9,11.4,15.3,5.0,688.7,1598.7,2397.3,31.0,360.1,0.6,7.7,5.4,-4.0
27,Causeni,2021,6047.3,6311.2,6720.0,8185.5,6859.0,11.5,16.3,6.0,801.2,1601.4,2402.2,31.1,441.3,0.6,6.5,7.2,-4.8
27,Causeni,2022,6965.3,7166.7,7586.0,9707.6,7709.2,9.3,14.8,5.3,926.5,1606.2,2410.4,31.2,484.1,0.5,10.0,6.4,-5.4
27,Causeni,2023,8995.2,8635.5,9457.9,11188.1,9371.2,9.6,14.2,5.3,1079.3,1607.8,2412.7,31.2,645.1,0.7,8.4,5.7,-4.6
27,Causeni,2024,9943.4,9582.5,10333.7,12921.0,10511.9,9.3,15.5,6.2,1218.0,1608.9,2414.6,31.2,458.7,0.5,12.5,5.0,-6.2
29,Cimislia,2003,,,,,,9.7,12.5,3.7,,,,,,,22.7,5.9,-2.8
29,Cimislia,2004,,,,,,10.3,12.2,6.8,,,,,,,18.1,7.9,-1.9
29,Cimislia,2005,,,,,,9.9,12.9,4.7,,935.8,1452.0,22.7,,,15.6,6.7,-3.0
29,Cimislia,2006,,,,,,8.7,12.6,3.2,,940.1,1458.4,22.8,,,5.2,6.3,-3.9
29,Cimislia,2007,,,,,,8.3,12.3,4.0,,942.8,1461.7,22.8,,,5.5,6.6,-4.0
29,Cimislia,2008,,,,,,8.4,12.7,3.0,,945.2,1465.2,22.9,60.4,0.2,9.5,6.2,-4.3
29,Cimislia,2009,,,,,,9.4,12.3,3.6,,950.0,1473.0,22.8,87.1,0.4,12.0,7.6,-2.9
29,Cimislia,2010,,,,,,9.2,13.4,3.7,,956.0,1476.8,22.8,81.8,0.3,17.5,7.0,-4.2
29,Cimislia,2011,,,,,,9.3,12.6,3.6,,957.7,1475.2,22.8,88.4,0.3,10.5,6.9,-3.3
29,Cimislia,2012,,,,,,9.4,12.4,3.0,,960.0,1477.8,22.6,126.5,0.3,8.7,5.8,-3.0
29,Cimislia,2013,,,,,,9.4,10.7,3.2,,948.1,1463.8,22.2,167.5,0.4,8.8,6.8,-1.3
29,Cimislia,2014,,,,,,14.8,17.7,3.9,,940.5,1458.9,22.1,119.3,0.3,4.7,10.5,-2.9
29,Cimislia,2015,2952.6,3389.8,3995.5,4373.4,3392.2,14.6,17.5,5.1,233.4,939.6,1457.5,22.1,173.9,0.4,22.9,8.8,-2.9
29,Cimislia,2016,3572.1,3590.6,4326.7,4550.3,3830.1,15.2,18.6,4.5,234.6,1012.6,1558.7,21.3,113.4,0.2,4.9,9.5,-3.4
29,Cimislia,2017,3524.1,3928.6,4819.4,4984.3,4054.9,13.3,18.2,4.2,292.1,1015.8,1564.5,21.4,147.7,0.3,3.9,8.2,-4.9
29,Cimislia,2018,4157.2,4495.7,5686.6,5543.2,4658.3,14.5,20.6,5.6,311.7,1018.3,1569.0,21.4,181.6,0.3,5.5,10.0,-6.1
29,Cimislia,2019,4815.3,5460.0,6440.1,6536.0,5552.2,11.8,19.7,7.1,367.3,1021.6,1575.2,21.4,190.5,0.3,14.2,10.0,-7.9
29,Cimislia,2020,4668.4,5922.2,6764.4,6695.6,5918.5,12.3,21.8,4.4,399.6,1024.3,1579.3,21.5,190.8,0.3,11.6,7.4,-9.4
29,Cimislia,2021,5318.4,6255.0,7008.5,7350.1,6428.4,12.0,23.6,4.9,460.3,1027.1,1583.3,21.5,256.8,0.4,12.3,9.5,-11.6
29,Cimislia,2022,6459.3,7088.0,8317.2,8436.1,7560.4,11.4,19.1,5.9,512.5,1027.5,1583.9,21.5,426.3,0.5,13.3,8.9,-7.7
29,Cimislia,2023,8303.3,8488.7,10155.1,10051.1,9111.9,9.9,18.0,4.6,606.7,1030.1,1587.0,21.5,478.0,0.6,6.3,6.9,-8.2
29,Cimislia,2024,9433.4,9791.1,11359.2,11969.2,10266.1,10.9,18.2,5.4,698.8,1031.5,1588.8,21.6,485.9,0.6,5.8,7.0,-7.2
31,Criuleni,2003,,,,,,11.4,11.3,2.6,,,,,,,15.9,6.5,0.1
31,Criuleni,2004,,,,,,11.8,11.9,3.1,,,,,,,9.3,7.5,-0.1
31,Criuleni,2005,,,,,,12.1,13.7,3.3,,1430.2,2113.4,25.8,,,14.8,8.8,-1.6
31,Criuleni,2006,,,,,,12.0,12.6,2.7,,1431.7,2115.5,25.9,,,12.6,8.3,-0.6
31,Criuleni,2007,,,,,,13.2,12.9,3.4,,1431.1,2116.0,25.9,,,10.5,8.8,0.3
31,Criuleni,2008,,,,,,13.6,13.0,2.7,,1432.4,2118.0,25.9,102.9,0.4,8.1,7.8,0.6
31,Criuleni,2009,,,,,,13.8,11.5,3.0,,1426.4,2108.2,25.7,97.4,0.4,16.0,8.2,2.3
31,Criuleni,2010,,,,,,14.1,12.6,2.5,,1428.7,2109.7,25.6,122.0,0.4,13.7,7.9,1.5
31,Criuleni,2011,,,,,,13.2,10.4,2.9,,1427.9,2108.7,25.7,136.8,0.4,9.2,7.6,2.8
31,Criuleni,2012,,,,,,13.0,10.9,2.6,,1428.7,2110.0,25.7,237.4,0.7,11.5,7.7,2.1
31,Criuleni,2013,,,,,,12.8,10.7,3.0,,1430.0,2112.4,25.7,322.6,0.8,3.2,7.3,2.1
31,Criuleni,2014,,,,,,16.1,12.4,3.6,,1430.5,2113.2,25.7,395.9,0.9,11.2,9.2,3.7
31,Criuleni,2015,2727.9,3185.9,5159.5,4520.4,3811.6,15.4,13.3,3.6,341.4,1431.8,2115.5,25.7,510.0,1.1,7.9,8.8,2.1
31,Criuleni,2016,3298.8,3413.2,5798.0,5291.4,4252.2,15.9,12.9,3.1,360.8,1432.5,2116.5,25.7,448.5,0.9,5.8,8.0,3.0
31,Criuleni,2017,4661.7,3898.4,7026.8,5294.3,4911.1,14.7,12.2,2.8,424.1,1423.5,2084.0,25.7,507.1,1.0,5.4,7.9,2.5
31,Criuleni,2018,3907.3,4474.9,8215.3,5847.4,5216.3,14.5,12.9,3.7,467.2,1407.1,2075.4,25.5,493.1,0.9,8.9,7.7,1.6
31,Criuleni,2019,5052.0,5460.4,8522.4,6777.0,6253.6,14.4,12.7,3.2,518.2,1412.5,2082.9,25.6,521.8,0.9,5.7,7.8,1.7
31,Criuleni,2020,5348.4,6245.3,8298.2,7396.8,6679.0,12.5,14.5,3.2,579.0,1420.4,2091.6,25.7,572.3,1.0,14.8,6.3,-2.0
31,Criuleni,2021,6215.1,6619.3,9047.8,8214.1,7315.3,11.9,15.2,3.2,694.5,1430.6,2106.3,25.8,684.7,1.0,13.0,8.7,-3.3
31,Criuleni,2022,7758.4,7582.3,10202.4,9849.0,8540.3,11.4,14.1,3.1,789.5,1438.0,2119.4,26.0,1240.5,1.4,14.0,7.3,-2.8
31,Criuleni,2023,9405.4,9000.1,11805.5,11573.8,10258.9,11.3,13.5,3.9,951.5,1441.7,2125.2,26.0,1247.4,1.4,8.1,6.2,-2.1
31,Criuleni,2024,10035.5,10398.3,13469.9,13523.5,11828.8,10.7,13.4,4.8,1125.6,1442.0,2125.8,26.0,1499.5,1.7,8.8,6.3,-2.8
34,Donduseni,2003,,,,,,8.9,16.9,4.8,,,,,,,14.3,5.7,-8.0
34,Donduseni,2004,,,,,,9.4,17.6,4.5,,,,,,,9.0,5.6,-8.2
34,Donduseni,2005,,,,,,8.9,17.3,4.7,,1017.5,1394.7,25.2,,,12.0,6.0,-8.4
34,Donduseni,2006,,,,,,8.7,19.1,3.4,,1003.3,1376.6,25.0,,,19.8,5.4,-10.4
34,Donduseni,2007,,,,,,8.3,17.2,3.1,,1017.2,1395.1,25.5,,,10.2,5.8,-8.9
34,Donduseni,2008,,,,,,8.5,17.6,3.0,,1016.9,1394.6,25.5,120.1,0.4,5.1,5.3,-9.1
34,Donduseni,2009,,,,,,9.6,17.3,2.8,,1016.0,1393.4,25.5,154.7,0.7,12.2,5.4,-7.7
34,Donduseni,2010,,,,,,9.4,18.8,3.2,,1026.2,1407.8,25.5,242.4,0.9,16.4,5.1,-9.5
34,Donduseni,2011,,,,,,9.3,17.9,3.1,,1026.2,1407.3,25.5,150.0,0.4,28.7,5.2,-8.6
34,Donduseni,2012,,,,,,9.5,17.4,2.6,,1007.0,1340.0,23.7,164.1,0.5,16.5,5.3,-7.9
34,Donduseni,2013,,,,,,10.0,16.7,2.6,,1003.9,1335.7,23.6,173.6,0.4,9.1,6.0,-6.7
34,Donduseni,2014,,,,,,12.3,21.2,3.9,,1004.0,1335.8,23.6,183.2,0.4,11.1,6.4,-8.9
34,Donduseni,2015,2419.5,2992.6,5834.8,4315.8,3514.4,12.0,19.3,3.7,222.0,1004.4,1336.4,23.6,190.2,0.4,6.8,7.1,-7.3
34,Donduseni,2016,2903.9,3189.5,6967.0,4793.8,4025.3,11.9,19.3,3.3,229.9,960.4,1281.8,22.2,207.7,0.4,11.6,6.5,-7.4
34,Donduseni,2017,3269.3,3457.4,7438.9,4804.5,4269.6,11.1,19.2,3.7,244.1,961.1,1282.7,22.2,199.0,0.4,7.5,5.8,-8.1
34,Donduseni,2018,3935.1,4019.5,7241.0,5274.1,4751.8,12.6,18.2,3.1,255.3,961.9,1283.9,22.3,87.9,0.2,13.4,5.5,-5.6
34,Donduseni,2019,4268.1,4964.5,7495.4,6089.3,5424.8,9.9,18.3,3.3,311.0,962.5,1284.6,22.3,128.9,0.2,11.7,6.1,-8.4
34,Donduseni,2020,4172.9,5787.0,7744.8,6786.0,5939.9,10.8,20.0,3.5,338.4,963.5,1286.2,22.3,114.3,0.2,5.4,4.3,-9.2
34,Donduseni,2021,4894.7,5978.6,8110.6,7134.4,6523.6,10.0,23.6,3.8,393.0,964.0,1287.0,22.3,125.8,0.2,3.0,7.3,-13.6
34,Donduseni,2022,5637.2,6854.4,8907.5,8402.5,7246.5,9.2,19.5,4.1,429.5,964.3,1287.6,22.3,170.6,0.2,10.2,5.7,-10.2
34,Donduseni,2023,7053.3,8522.4,10833.0,9668.2,8864.5,8.7,18.2,4.6,489.0,964.4,1287.6,22.3,235.4,0.3,15.2,5.1,-9.6
34,Donduseni,2024,8457.4,9788.7,12446.2,11646.3,10210.7,9.8,17.4,4.4,560.3,964.7,1288.1,22.3,218.2,0.3,31.3,5.4,-7.6
36,Drochia,2003,,,,,,9.6,15.2,2.7,,,,,,,5.5,6.1,-5.6
36,Drochia,2004,,,,,,9.9,14.6,3.2,,,,,,,19.5,6.1,-4.7
36,Drochia,2005,,,,,,9.1,14.9,3.6,,1751.9,2366.2,38.7,,,14.0,6.6,-5.8
36,Drochia,2006,,,,,,9.1,14.2,3.0,,1752.3,2368.8,38.6,,,11.9,6.0,-5.1
36,Drochia,2007,,,,,,9.2,14.9,3.5,,1751.5,2367.9,38.5,,,7.1,6.3,-5.7
36,Drochia,2008,,,,,,10.2,14.6,3.2,,1750.7,2367.1,38.5,460.4,1.6,11.4,6.6,-4.4
36,Drochia,2009,,,,,,10.2,14.6,3.2,,1753.8,2372.5,38.6,254.0,1.1,5.4,6.4,-4.4
36,Drochia,2010,,,,,,10.0,14.5,2.6,,1752.8,2376.3,38.4,497.5,1.8,7.7,6.9,-4.5
36,Drochia,2011,,,,,,9.6,14.7,3.3,,1754.6,2379.4,38.5,853.0,2.5,11.5,6.6,-5.1
36,Drochia,2012,,,,,,9.9,14.0,2.8,,1754.8,2380.1,38.4,752.4,2.1,4.6,6.1,-4.1
36,Drochia,2013,,,,,,10.1,14.5,2.9,,1762.8,2383.5,38.2,1213.9,3.1,10.1,6.2,-4.4
36,Drochia,2014,,,,,,13.0,17.2,4.0,,1765.0,2387.2,38.2,1389.0,3.2,5.4,8.1,-4.2
36,Drochia,2015,3567.7,3253.9,4933.7,4420.8,3857.6,13.6,17.9,3.6,409.6,1767.9,2391.8,38.3,825.9,1.8,10.4,7.9,-4.3
36,Drochia,2016,3335.5,3382.6,5244.9,4702.2,4091.4,12.8,17.2,3.2,417.7,1906.4,2571.7,37.6,1107.0,2.3,4.5,6.9,-4.4
36,Drochia,2017,4175.4,3665.7,5976.5,5111.4,4560.4,12.4,16.9,3.1,484.7,1909.3,2577.1,37.6,1379.2,2.6,14.1,7.3,-4.5
36,Drochia,2018,4320.5,4274.3,6299.0,5759.9,4918.3,12.4,16.8,4.0,571.3,1911.9,2582.2,37.6,775.0,1.4,13.1,6.3,-4.4
36,Drochia,2019,5079.9,5395.8,7037.6,6523.9,5991.9,10.3,16.6,3.9,599.8,1916.3,2587.2,37.7,868.2,1.4,10.2,6.8,-6.4
36,Drochia,2020,5539.3,6033.7,7578.5,7217.4,6441.1,10.3,19.0,3.2,656.5,1918.9,2592.5,37.7,656.4,1.1,10.4,5.5,-8.7
36,Drochia,2021,6428.0,6353.1,7740.5,7593.3,7001.4,10.4,21.8,3.3,736.0,1921.8,2596.5,37.7,1040.7,1.4,9.0,6.9,-11.4
36,Drochia,2022,6727.5,7332.1,9058.0,8684.5,7923.6,9.3,18.4,4.0,812.1,1923.0,2600.4,37.8,1377.7,1.6,12.3,6.2,-9.0
36,Drochia,2023,8332.3,8965.0,10339.8,9859.0,9278.8,8.9,18.3,3.2,941.8,1924.7,2602.8,37.8,1205.9,1.4,9.7,5.4,-9.4
36,Drochia,2024,8952.4,9970.4,12238.5,12223.5,10675.0,9.6,18.3,3.6,1055.6,1928.4,2608.3,37.8,757.9,0.9,7.4,4.9,-8.7
38,Dubasari,2003,,,,,,9.9,11.8,1.8,,,,,,,2.9,6.2,-1.9
38,Dubasari,2004,,,,,,9.7,12.9,2.9,,,,,,,11.4,6.7,-3.2
38,Dubasari,2005,,,,,,10.0,15.8,2.7,,496.8,730.4,12.9,,,8.4,7.9,-5.8
38,Dubasari,2006,,,,,,10.6,14.5,2.5,,503.7,751.3,12.9,,,11.1,6.6,-3.9
38,Dubasari,2007,,,,,,10.5,14.1,2.8,,505.9,752.2,12.9,,,16.1,6.7,-3.6
38,Dubasari,2008,,,,,,12.0,12.4,0.3,,506.6,754.1,12.9,90.9,0.3,11.9,5.6,-0.4
38,Dubasari,2009,,,,,,11.7,12.4,0.1,,506.4,754.0,12.9,16.5,0.1,12.1,5.0,-0.7
38,Dubasari,2010,,,,,,11.8,12.1,0.1,,511.0,762.1,12.9,46.0,0.2,14.5,5.1,-0.3
38,Dubasari,2011,,,,,,11.0,10.1,1.3,,511.5,763.3,12.9,49.4,0.1,5.0,5.2,0.9
38,Dubasari,2012,,,,,,11.6,10.9,1.4,,512.8,776.1,12.9,11.2,0.0,7.4,4.8,0.7
38,Dubasari,2013,,,,,,11.2,10.6,1.4,,512.0,778.6,12.7,12.2,0.0,10.2,5.8,0.6
38,Dubasari,2014,,,,,,16.3,13.6,1.8,,513.1,779.7,12.7,14.2,0.0,4.4,6.2,2.8
38,Dubasari,2015,2073.4,3853.8,4100.7,5643.9,3756.8,17.0,12.8,4.5,160.2,513.3,780.1,12.7,14.6,0.0,6.3,6.2,4.2
38,Dubasari,2016,2300.1,4275.2,4051.4,6207.7,4330.3,15.9,13.1,4.8,172.6,514.0,781.6,12.7,16.9,0.0,9.0,9.2,2.9
38,Dubasari,2017,2572.6,4574.3,4545.3,6707.8,4533.7,14.6,12.2,5.1,177.8,514.0,782.7,12.7,18.6,0.0,15.0,8.1,2.5
38,Dubasari,2018,3326.5,5217.3,5568.9,7106.6,4939.5,12.9,13.5,5.2,207.0,515.4,785.6,12.7,27.4,0.1,5.8,8.2,-0.6
38,Dubasari,2019,4267.7,5873.4,5964.2,6958.0,5483.6,14.0,12.7,6.5,224.8,517.0,788.6,12.8,30.4,0.1,22.0,10.0,1.3
38,Dubasari,2020,4609.5,6534.2,5998.6,7720.6,6141.7,13.3,15.0,4.3,253.8,518.3,791.5,12.8,32.8,0.1,8.8,8.3,-1.7
38,Dubasari,2021,5490.2,7160.4,6567.0,8183.3,6974.6,12.6,15.7,5.4,275.0,520.1,795.1,12.8,34.8,0.1,37.3,9.7,-3.1
38,Dubasari,2022,6617.8,8152.1,7769.5,10618.8,8059.2,11.6,13.7,6.8,326.9,522.5,798.2,12.8,51.6,0.1,17.4,11.7,-2.1
38,Dubasari,2023,7542.9,10051.4,8583.1,12103.6,9437.5,11.1,13.8,5.8,395.9,523.8,800.7,12.8,60.6,0.1,7.6,8.7,-2.7
38,Dubasari,2024,8589.0,11084.6,10106.1,12907.7,10628.2,9.5,14.4,5.9,447.5,523.1,801.7,12.8,99.5,0.1,4.5,6.9,-4.9
41,Edinet,2003,,,,,,8.8,15.6,3.2,,,,,,,17.2,6.3,-6.8
41,Edinet,2004,,,,,,9.4,15.8,3.3,,,,,,,12.6,5.8,-6.4
41,Edinet,2005,,,,,,9.3,16.2,3.2,,1394.2,1927.1,35.3,,,13.8,6.7,-6.9
41,Edinet,2006,,,,,,9.9,15.6,3.0,,1393.1,1927.0,35.4,,,24.1,6.4,-5.7
41,Edinet,2007,,,,,,9.0,15.6,3.3,,1401.7,1928.7,35.4,,,18.3,7.1,-6.6
41,Edinet,2008,,,,,,10.6,14.7,2.9,,1404.5,1932.7,35.4,539.9,1.9,16.2,6.9,-4.1
41,Edinet,2009,,,,,,11.3,15.4,2.7,,1405.1,1933.9,35.4,322.4,1.4,12.8,6.2,-4.1
41,Edinet,2010,,,,,,10.7,16.2,2.3,,1406.3,1935.6,35.4,422.6,1.5,13.3,6.6,-5.5
41,Edinet,2011,,,,,,10.2,13.8,2.8,,1407.6,1936.7,35.4,266.9,0.8,9.3,6.3,-3.6
41,Edinet,2012,,,,,,9.9,14.4,2.7,,1409.8,1941.7,35.4,359.5,1.0,7.3,5.6,-4.5
41,Edinet,2013,,,,,,10.1,14.5,2.9,,1412.4,1946.3,35.4,581.0,1.5,7.3,5.6,-4.4
41,Edinet,2014,,,,,,12.4,17.3,3.3,,1416.1,1952.1,35.5,729.4,1.7,11.7,6.7,-4.9
41,Edinet,2015,2959.8,3145.7,4460.5,4544.3,3464.8,12.2,17.2,3.6,428.8,1417.5,1953.8,35.6,641.0,1.4,12.0,7.2,-5.0
41,Edinet,2016,3017.6,3385.2,4627.8,4920.8,3790.6,12.3,16.5,3.3,458.1,1606.5,2203.4,35.1,833.1,1.8,9.6,6.0,-4.1
41,Edinet,2017,3717.2,3617.5,4914.1,5307.1,4179.8,11.4,17.3,2.9,506.2,1606.8,2205.9,35.0,1218.5,2.3,10.7,6.0,-5.9
41,Edinet,2018,4222.0,4120.3,5377.8,5870.2,4638.2,11.0,17.7,3.4,562.6,1607.6,2206.6,35.0,970.9,1.7,17.1,6.2,-6.7
41,Edinet,2019,4506.1,5315.4,6078.6,7003.3,5433.3,10.7,16.7,3.0,685.8,1611.6,2211.5,35.0,1189.2,2.0,10.5,6.1,-6.0
41,Edinet,2020,4691.0,5847.5,6677.0,7703.7,5951.4,9.8,19.1,3.5,748.4,1613.9,2211.8,35.1,1054.8,1.8,11.7,5.5,-9.3
41,Edinet,2021,5330.7,6051.5,7150.9,8015.2,6675.0,10.1,23.6,3.6,858.9,1615.3,2213.5,35.1,1718.5,2.4,8.4,7.5,-13.5
41,Edinet,2022,6398.0,6989.7,7744.8,9470.7,7509.8,9.5,19.5,3.5,947.3,1618.0,2216.8,35.1,1659.0,1.9,5.6,6.7,-10.0
41,Edinet,2023,6910.9,8352.7,9086.9,11229.5,8831.2,8.1,18.0,3.6,1204.9,1622.0,2221.8,35.1,1675.4,1.9,20.5,6.1,-9.9
41,Edinet,2024,8869.2,9715.2,10395.3,12205.3,10241.7,9.5,17.5,3.3,1381.9,1623.5,2223.6,35.1,1518.1,1.8,10.1,6.4,-8.0
43,Falesti,2003,,,,,,11.2,12.9,3.2,,,,,,,15.5,6.1,-1.7
43,Falesti,2004,,,,,,11.1,13.1,2.8,,,,,,,9.4,6.7,-2.0
43,Falesti,2005,,,,,,11.2,13.8,3.3,,1697.8,2145.9,36.0,,,18.8,6.9,-2.6
43,Falesti,2006,,,,,,11.0,13.6,2.7,,1697.4,2150.8,36.0,,,14.4,6.7,-2.6
43,Falesti,2007,,,,,,11.6,14.0,3.1,,1685.4,2148.1,36.0,,,14.9,6.9,-2.4
43,Falesti,2008,,,,,,11.1,14.4,3.0,,1685.1,2147.7,35.9,431.8,1.5,16.3,6.3,-3.3
43,Falesti,2009,,,,,,12.9,13.6,2.4,,1685.0,2147.8,35.9,180.8,0.8,12.0,6.6,-0.7
43,Falesti,2010,,,,,,11.8,14.0,2.5,,1684.5,2146.9,35.9,471.2,1.7,8.1,6.5,-2.2
43,Falesti,2011,,,,,,12.1,12.4,3.0,,1685.1,2148.1,35.9,110.1,0.3,9.0,6.3,-0.3
43,Falesti,2012,,,,,,12.6,12.9,2.6,,1684.7,2147.6,35.9,169.6,0.5,6.9,5.8,-0.3
43,Falesti,2013,,,,,,11.2,12.5,2.6,,1609.2,2142.9,35.8,194.4,0.5,5.6,6.4,-1.3
43,Falesti,2014,,,,,,15.8,14.9,3.5,,1615.7,2142.8,35.8,241.1,0.5,13.4,8.6,0.9
43,Falesti,2015,2587.7,3194.8,3738.7,4483.6,3401.6,15.6,15.5,3.3,364.2,1615.9,2143.0,35.8,245.1,0.5,6.8,7.4,0.1
43,Falesti,2016,3085.6,3274.7,4148.2,4724.5,3719.5,15.3,15.2,2.6,408.5,1586.6,2221.0,33.8,227.5,0.5,10.4,7.4,0.1
43,Falesti,2017,3076.5,3497.9,4080.4,5472.1,3915.9,14.1,14.2,2.6,445.1,1582.2,2217.1,33.8,358.2,0.7,6.6,6.7,-0.2
43,Falesti,2018,3647.9,4259.5,4585.6,5668.4,4506.4,12.7,15.9,3.5,520.4,1583.1,2218.7,33.8,338.8,0.6,17.0,6.3,-3.2
43,Falesti,2019,4504.3,5228.8,4863.7,6333.6,5121.0,12.6,14.8,2.7,589.4,1586.9,2224.3,33.9,342.9,0.6,4.4,6.8,-2.2
43,Falesti,2020,4723.9,5909.6,5340.3,6925.4,5666.6,12.0,16.4,2.4,624.1,1591.2,2229.7,33.9,291.6,0.5,7.0,4.9,-4.4
43,Falesti,2021,5269.0,6293.2,5795.7,7525.4,6279.3,11.9,18.5,3.0,690.6,1594.6,2233.7,34.0,364.1,0.5,7.3,6.8,-6.6
43,Falesti,2022,6462.9,7430.6,7039.4,9027.7,7426.9,11.6,17.2,2.6,788.0,1597.4,2237.5,34.0,408.1,0.5,9.1,6.1,-5.6
43,Falesti,2023,7661.8,8582.3,8402.6,9998.5,8681.9,10.7,15.6,3.2,873.7,1599.6,2240.5,34.0,379.8,0.4,13.3,5.9,-4.9
43,Falesti,2024,9735.2,10089.3,9336.1,12619.1,10179.2,10.0,15.6,3.1,1007.0,1601.3,2242.7,34.0,463.0,0.5,9.8,5.4,-5.6
45,Floresti,2003,,,,,,9.5,15.6,3.4,,,,,,,24.3,5.5,-6.1
45,Floresti,2004,,,,,,10.9,15.0,2.7,,,,,,,12.0,6.7,-4.1
45,Floresti,2005,,,,,,9.5,16.4,3.5,,1544.5,2104.0,40.3,,,8.9,6.4,-6.9
45,Floresti,2006,,,,,,10.4,15.9,3.0,,1546.4,2106.7,40.3,,,8.7,6.1,-5.5
45,Floresti,2007,,,,,,10.5,15.5,3.8,,1563.2,2126.0,40.3,,,13.5,6.8,-5.0
45,Floresti,2008,,,,,,10.2,14.9,3.4,,1566.1,2131.7,40.3,577.8,2.0,13.9,6.8,-4.7
45,Floresti,2009,,,,,,11.6,15.0,3.1,,1567.1,2132.9,40.3,556.6,2.5,16.0,6.7,-3.4
45,Floresti,2010,,,,,,11.6,15.2,2.9,,1571.3,2139.1,40.4,636.9,2.3,13.4,5.9,-3.7
45,Floresti,2011,,,,,,11.1,12.9,2.9,,1575.5,2144.3,40.5,507.5,1.5,14.9,6.5,-1.8
45,Floresti,2012,,,,,,11.0,14.6,2.2,,1576.6,2145.5,40.5,408.8,1.1,10.2,6.0,-3.6
45,Floresti,2013,,,,,,10.7,13.4,3.0,,1567.8,2131.9,40.0,427.4,1.1,11.4,6.2,-2.7
45,Floresti,2014,,,,,,14.4,17.1,3.9,,1569.5,2134.2,40.0,525.4,1.2,17.1,7.9,-2.7
45,Floresti,2015,2851.9,3487.2,3868.8,4451.1,3693.7,14.2,17.2,4.4,430.0,1572.3,2138.1,40.0,625.4,1.4,3.9,7.5,-3.0
45,Floresti,2016,3151.9,3676.1,4125.4,4686.2,3965.8,12.6,16.8,3.5,468.1,1666.8,2273.0,37.9,654.3,1.4,11.0,6.5,-4.2
45,Floresti,2017,3712.8,4030.7,4404.2,4891.0,4352.0,13.0,16.1,3.4,497.0,1670.9,2278.0,37.3,701.2,1.3,9.7,6.2,-3.1
45,Floresti,2018,4567.9,4554.9,5159.6,5669.9,5006.3,11.8,16.3,3.4,549.2,1673.4,2281.4,37.3,799.1,1.4,9.6,6.7,-4.4
45,Floresti,2019,4839.1,5644.0,5729.9,6008.4,5530.3,11.7,15.7,4.0,648.9,1675.9,2284.8,37.3,840.0,1.4,15.0,6.1,-4.0
45,Floresti,2020,4680.1,6264.3,5924.6,6576.8,6031.0,11.5,18.4,3.0,684.2,1678.7,2288.3,37.3,694.4,1.2,5.2,4.8,-6.9
45,Floresti,2021,5930.9,6564.2,6549.2,7109.6,6747.1,10.6,19.7,3.0,793.6,1678.0,2287.6,37.3,754.4,1.1,7.2,6.4,-9.1
45,Floresti,2022,7365.3,7599.4,7542.6,7951.7,7645.7,9.8,17.3,2.9,869.1,1680.9,2291.4,37.3,896.2,1.0,8.1,6.2,-7.5
45,Floresti,2023,8813.6,9076.9,10265.6,9505.3,9280.8,9.1,17.6,3.3,969.0,1683.1,2294.6,37.3,924.2,1.1,10.8,5.3,-8.5
45,Floresti,2024,9010.5,10174.9,12373.4,11156.4,10479.7,9.2,16.7,3.5,1098.0,1684.8,2296.7,37.4,1029.6,1.2,14.7,6.0,-7.6
48,Glodeni,2003,,,,,,9.8,14.2,2.9,,,,,,,7.9,5.1,-4.4
48,Glodeni,2004,,,,,,10.6,14.3,3.5,,,,,,,6.0,6.0,-3.7
48,Glodeni,2005,,,,,,9.2,14.0,3.6,,1012.5,1352.8,25.4,,,15.1,5.3,-4.8
48,Glodeni,2006,,,,,,10.3,15.3,2.8,,1011.6,1351.5,25.3,,,6.1,5.4,-5.0
48,Glodeni,2007,,,,,,9.5,14.4,3.7,,1009.0,1354.6,25.4,,,8.0,6.1,-4.9
48,Glodeni,2008,,,,,,9.7,13.8,2.8,,1008.7,1354.4,25.4,144.3,0.5,11.5,6.6,-4.1
48,Glodeni,2009,,,,,,12.4,15.2,2.7,,1011.0,1358.6,25.4,73.4,0.3,21.0,6.6,-2.8
48,Glodeni,2010,,,,,,11.3,14.5,3.0,,1011.5,1359.6,25.4,220.4,0.8,9.9,5.9,-3.2
48,Glodeni,2011,,,,,,10.6,14.2,3.2,,1012.1,1360.8,25.4,60.0,0.2,19.7,5.7,-3.6
48,Glodeni,2012,,,,,,10.9,14.3,2.6,,1012.8,1362.3,25.4,66.9,0.2,13.5,5.8,-3.4
48,Glodeni,2013,,,,,,10.8,13.6,2.6,,1014.7,1365.4,25.5,70.3,0.2,10.7,5.7,-2.9
