Raioane,Grupe de varsta,Ani,Medii,Sexe,value
Centru,25-29,2015,Urban,Feminin,6413
Centru,25-29,2015,Rural,Total,59710
Centru,25-29,2015,Rural,Masculin,31470
Centru,25-29,2015,Rural,Feminin,28240
Centru,25-29,2016,Total,Total,70213
Centru,25-29,2016,Total,Masculin,36711
Centru,25-29,2016,Total,Feminin,33502
Centru,25-29,2016,Urban,Total,12071
Centru,25-29,2016,Urban,Masculin,5948
Centru,25-29,2016,Urban,Feminin,6123
Centru,25-29,2016,Rural,Total,58142
Centru,25-29,2016,Rural,Masculin,30763
Centru,25-29,2016,Rural,Feminin,27379
Centru,25-29,2017,Total,Total,64050
Centru,25-29,2017,Total,Masculin,33218
Centru,25-29,2017,Total,Feminin,30832
Centru,25-29,2017,Urban,Total,10687
Centru,25-29,2017,Urban,Masculin,5130
Centru,25-29,2017,Urban,Feminin,5557
Centru,25-29,2017,Rural,Total,53363
Centru,25-29,2017,Rural,Masculin,28088
Centru,25-29,2017,Rural,Feminin,25275
Centru,25-29,2018,Total,Total,58509
Centru,25-29,2018,Total,Masculin,30091
Centru,25-29,2018,Total,Feminin,28418
Centru,25-29,2018,Urban,Total,9471
Centru,25-29,2018,Urban,Masculin,4432
Centru,25-29,2018,Urban,Feminin,5039
Centru,25-29,2018,Rural,Total,49038
Centru,25-29,2018,Rural,Masculin,25659
Centru,25-29,2018,Rural,Feminin,23379
Centru,25-29,2019,Total,Total,53083
Centru,25-29,2019,Total,Masculin,27421
Centru,25-29,2019,Total,Feminin,25662
Centru,25-29,2019,Urban,Total,8355
Centru,25-29,2019,Urban,Masculin,3878
Centru,25-29,2019,Urban,Feminin,4477
Centru,25-29,2019,Rural,Total,44728
Centru,25-29,2019,Rural,Masculin,23543
Centru,25-29,2019,Rural,Feminin,21185
Centru,25-29,2020,Total,Total,48741
Centru,25-29,2020,Total,Masculin,25175
Centru,25-29,2020,Total,Feminin,23566
Centru,25-29,2020,Urban,Total,7413
Centru,25-29,2020,Urban,Masculin,3354
Centru,25-29,2020,Urban,Feminin,4059
Centru,25-29,2020,Rural,Total,41328
Centru,25-29,2020,Rural,Masculin,21821
Centru,25-29,2020,Rural,Feminin,19507
Centru,25-29,2021,Total,Total,45675
Centru,25-29,2021,Total,Masculin,23650
Centru,25-29,2021,Total,Feminin,22025
Centru,25-29,2021,Urban,Total,7058
Centru,25-29,2021,Urban,Masculin,3161
Centru,25-29,2021,Urban,Feminin,3897
Centru,25-29,2021,Rural,Total,38617
Centru,25-29,2021,Rural,Masculin,20489
Centru,25-29,2021,Rural,Feminin,18128
Centru,25-29,2022,Total,Total,42416
Centru,25-29,2022,Total,Masculin,21561
Centru,25-29,2022,Total,Feminin,20855
Centru,25-29,2022,Urban,Total,6981
Centru,25-29,2022,Urban,Masculin,3038
Centru,25-29,2022,Urban,Feminin,3943
Centru,25-29,2022,Rural,Total,35435
Centru,25-29,2022,Rural,Masculin,18523
Centru,25-29,2022,Rural,Feminin,16912
Centru,25-29,2023,Total,Total,37597
Centru,25-29,2023,Total,Masculin,18488
Centru,25-29,2023,Total,Feminin,19109
Centru,25-29,2023,Urban,Total,6634
Centru,25-29,2023,Urban,Masculin,2842
Centru,25-29,2023,Urban,Feminin,3792
Centru,25-29,2023,Rural,Total,30963
Centru,25-29,2023,Rural,Masculin,15646
Centru,25-29,2023,Rural,Feminin,15317
Centru,25-29,2024,Total,Total,28498
Centru,25-29,2024,Total,Masculin,14518
Centru,25-29,2024,Total,Feminin,13980
Centru,25-29,2024,Urban,Total,5663
Centru,25-29,2024,Urban,Masculin,2637
Centru,25-29,2024,Urban,Feminin,3026
Centru,25-29,2024,Rural,Total,22835
Centru,25-29,2024,Rural,Masculin,11881
Centru,25-29,2024,Rural,Feminin,10954
Centru,25-29,2025,Total,Total,25745
Centru,25-29,2025,Total,Masculin,12594
Centru,25-29,2025,Total,Feminin,13151
Centru,25-29,2025,Urban,Total,5109
Centru,25-29,2025,Urban,Masculin,2226
Centru,25-29,2025,Urban,Feminin,2883
Centru,25-29,2025,Rural,Total,20636
Centru,25-29,2025,Rural,Masculin,10368
Centru,25-29,2025,Rural,Feminin,10268
Centru,25-29,2026,Total,Total,24061
Centru,25-29,2026,Total,Masculin,11156
Centru,25-29,2026,Total,Feminin,12905
Centru,25-29,2026,Urban,Total,4835
Centru,25-29,2026,Urban,Masculin,1934
Centru,25-29,2026,Urban,Feminin,2901
Centru,25-29,2026,Rural,Total,19226
Centru,25-29,2026,Rural,Masculin,9222
Centru,25-29,2026,Rural,Feminin,10004
Centru,30-34,2014,Total,Total,59933
Centru,30-34,2014,Total,Masculin,30760
Centru,30-34,2014,Total,Feminin,29173
Centru,30-34,2014,Urban,Total,11079
Centru,30-34,2014,Urban,Masculin,5551
Centru,30-34,2014,Urban,Feminin,5528
Centru,30-34,2014,Rural,Total,48854
Centru,30-34,2014,Rural,Masculin,25209
Centru,30-34,2014,Rural,Feminin,23645
Centru,30-34,2015,Total,Total,61046
Centru,30-34,2015,Total,Masculin,31453
Centru,30-34,2015,Total,Feminin,29593
Centru,30-34,2015,Urban,Total,11402
Centru,30-34,2015,Urban,Masculin,5640
Centru,30-34,2015,Urban,Feminin,5762
Centru,30-34,2015,Rural,Total,49644
Centru,30-34,2015,Rural,Masculin,25813
Centru,30-34,2015,Rural,Feminin,23831
Centru,30-34,2016,Total,Total,62159
Centru,30-34,2016,Total,Masculin,32156
Centru,30-34,2016,Total,Feminin,30003
Centru,30-34,2016,Urban,Total,11622
Centru,30-34,2016,Urban,Masculin,5757
Centru,30-34,2016,Urban,Feminin,5865
Centru,30-34,2016,Rural,Total,50537
Centru,30-34,2016,Rural,Masculin,26399
Centru,30-34,2016,Rural,Feminin,24138
Centru,30-34,2017,Total,Total,62005
Centru,30-34,2017,Total,Masculin,31819
Centru,30-34,2017,Total,Feminin,30186
Centru,30-34,2017,Urban,Total,11654
Centru,30-34,2017,Urban,Masculin,5685
Centru,30-34,2017,Urban,Feminin,5969
Centru,30-34,2017,Rural,Total,50351
Centru,30-34,2017,Rural,Masculin,26134
Centru,30-34,2017,Rural,Feminin,24217
Centru,30-34,2018,Total,Total,60535
Centru,30-34,2018,Total,Masculin,30715
Centru,30-34,2018,Total,Feminin,29820
Centru,30-34,2018,Urban,Total,11358
Centru,30-34,2018,Urban,Masculin,5385
Centru,30-34,2018,Urban,Feminin,5973
Centru,30-34,2018,Rural,Total,49177
Centru,30-34,2018,Rural,Masculin,25330
Centru,30-34,2018,Rural,Feminin,23847
Centru,30-34,2019,Total,Total,58549
Centru,30-34,2019,Total,Masculin,29565
Centru,30-34,2019,Total,Feminin,28984
Centru,30-34,2019,Urban,Total,11065
Centru,30-34,2019,Urban,Masculin,5171
Centru,30-34,2019,Urban,Feminin,5894
Centru,30-34,2019,Rural,Total,47484
Centru,30-34,2019,Rural,Masculin,24394
Centru,30-34,2019,Rural,Feminin,23090
Centru,30-34,2020,Total,Total,56388
Centru,30-34,2020,Total,Masculin,28941
Centru,30-34,2020,Total,Feminin,27447
Centru,30-34,2020,Urban,Total,10679
Centru,30-34,2020,Urban,Masculin,4978
Centru,30-34,2020,Urban,Feminin,5701
Centru,30-34,2020,Rural,Total,45709
Centru,30-34,2020,Rural,Masculin,23963
Centru,30-34,2020,Rural,Feminin,21746
Centru,30-34,2021,Total,Total,54790
Centru,30-34,2021,Total,Masculin,28471
Centru,30-34,2021,Total,Feminin,26319
Centru,30-34,2021,Urban,Total,10301
Centru,30-34,2021,Urban,Masculin,4851
Centru,30-34,2021,Urban,Feminin,5450
Centru,30-34,2021,Rural,Total,44489
Centru,30-34,2021,Rural,Masculin,23620
Centru,30-34,2021,Rural,Feminin,20869
Centru,30-34,2022,Total,Total,49713
Centru,30-34,2022,Total,Masculin,25624
Centru,30-34,2022,Total,Feminin,24089
Centru,30-34,2022,Urban,Total,9246
Centru,30-34,2022,Urban,Masculin,4292
Centru,30-34,2022,Urban,Feminin,4954
Centru,30-34,2022,Rural,Total,40467
Centru,30-34,2022,Rural,Masculin,21332
Centru,30-34,2022,Rural,Feminin,19135
Centru,30-34,2023,Total,Total,44985
Centru,30-34,2023,Total,Masculin,22819
Centru,30-34,2023,Total,Feminin,22166
Centru,30-34,2023,Urban,Total,8215
Centru,30-34,2023,Urban,Masculin,3629
Centru,30-34,2023,Urban,Feminin,4586
Centru,30-34,2023,Rural,Total,36770
Centru,30-34,2023,Rural,Masculin,19190
Centru,30-34,2023,Rural,Feminin,17580
Centru,30-34,2024,Total,Total,39245
Centru,30-34,2024,Total,Masculin,19555
Centru,30-34,2024,Total,Feminin,19690
Centru,30-34,2024,Urban,Total,9007
Centru,30-34,2024,Urban,Masculin,4252
Centru,30-34,2024,Urban,Feminin,4755
Centru,30-34,2024,Rural,Total,30238
Centru,30-34,2024,Rural,Masculin,15303
Centru,30-34,2024,Rural,Feminin,14935
Centru,30-34,2025,Total,Total,35927
Centru,30-34,2025,Total,Masculin,17376
Centru,30-34,2025,Total,Feminin,18551
Centru,30-34,2025,Urban,Total,8161
Centru,30-34,2025,Urban,Masculin,3672
Centru,30-34,2025,Urban,Feminin,4489
Centru,30-34,2025,Rural,Total,27766
Centru,30-34,2025,Rural,Masculin,13704
Centru,30-34,2025,Rural,Feminin,14062
Centru,30-34,2026,Total,Total,33556
Centru,30-34,2026,Total,Masculin,15796
Centru,30-34,2026,Total,Feminin,17760
Centru,30-34,2026,Urban,Total,7600
Centru,30-34,2026,Urban,Masculin,3291
Centru,30-34,2026,Urban,Feminin,4309
Centru,30-34,2026,Rural,Total,25956
Centru,30-34,2026,Rural,Masculin,12505
Centru,30-34,2026,Rural,Feminin,13451
Centru,35-39,2014,Total,Total,54349
Centru,35-39,2014,Total,Masculin,27727
Centru,35-39,2014,Total,Feminin,26622
Centru,35-39,2014,Urban,Total,9335
Centru,35-39,2014,Urban,Masculin,4688
Centru,35-39,2014,Urban,Feminin,4647
Centru,35-39,2014,Rural,Total,45014
Centru,35-39,2014,Rural,Masculin,23039
Centru,35-39,2014,Rural,Feminin,21975
Centru,35-39,2015,Total,Total,54317
Centru,35-39,2015,Total,Masculin,27780
Centru,35-39,2015,Total,Feminin,26537
Centru,35-39,2015,Urban,Total,9510
Centru,35-39,2015,Urban,Masculin,4751
Centru,35-39,2015,Urban,Feminin,4759
Centru,35-39,2015,Rural,Total,44807
Centru,35-39,2015,Rural,Masculin,23029
Centru,35-39,2015,Rural,Feminin,21778
Centru,35-39,2016,Total,Total,54078
Centru,35-39,2016,Total,Masculin,27664
Centru,35-39,2016,Total,Feminin,26414
Centru,35-39,2016,Urban,Total,9659
Centru,35-39,2016,Urban,Masculin,4806
Centru,35-39,2016,Urban,Feminin,4853
Centru,35-39,2016,Rural,Total,44419
Centru,35-39,2016,Rural,Masculin,22858
Centru,35-39,2016,Rural,Feminin,21561
Centru,35-39,2017,Total,Total,52682
Centru,35-39,2017,Total,Masculin,26659
Centru,35-39,2017,Total,Feminin,26023
Centru,35-39,2017,Urban,Total,9573
Centru,35-39,2017,Urban,Masculin,4647
Centru,35-39,2017,Urban,Feminin,4926
Centru,35-39,2017,Rural,Total,43109
Centru,35-39,2017,Rural,Masculin,22012
Centru,35-39,2017,Rural,Feminin,21097
Centru,35-39,2018,Total,Total,51627
Centru,35-39,2018,Total,Masculin,25948
Centru,35-39,2018,Total,Feminin,25679
Centru,35-39,2018,Urban,Total,9769
Centru,35-39,2018,Urban,Masculin,4734
Centru,35-39,2018,Urban,Feminin,5035
Centru,35-39,2018,Rural,Total,41858
Centru,35-39,2018,Rural,Masculin,21214
Centru,35-39,2018,Rural,Feminin,20644
Centru,35-39,2019,Total,Total,50884
Centru,35-39,2019,Total,Masculin,25550
Centru,35-39,2019,Total,Feminin,25334
Centru,35-39,2019,Urban,Total,9765
Centru,35-39,2019,Urban,Masculin,4748
Centru,35-39,2019,Urban,Feminin,5017
Centru,35-39,2019,Rural,Total,41119
Centru,35-39,2019,Rural,Masculin,20802
Centru,35-39,2019,Rural,Feminin,20317
Centru,35-39,2020,Total,Total,50432
Centru,35-39,2020,Total,Masculin,25325
Centru,35-39,2020,Total,Feminin,25107
Centru,35-39,2020,Urban,Total,9995
Centru,35-39,2020,Urban,Masculin,4773
Centru,35-39,2020,Urban,Feminin,5222
Centru,35-39,2020,Rural,Total,40437
Centru,35-39,2020,Rural,Masculin,20552
Centru,35-39,2020,Rural,Feminin,19885
Centru,35-39,2021,Total,Total,50985
Centru,35-39,2021,Total,Masculin,25770
Centru,35-39,2021,Total,Feminin,25215
Centru,35-39,2021,Urban,Total,10096
Centru,35-39,2021,Urban,Masculin,4800
Centru,35-39,2021,Urban,Feminin,5296
Centru,35-39,2021,Rural,Total,40889
Centru,35-39,2021,Rural,Masculin,20970
Centru,35-39,2021,Rural,Feminin,19919
Centru,35-39,2022,Total,Total,51361
Centru,35-39,2022,Total,Masculin,26064
Centru,35-39,2022,Total,Feminin,25297
Centru,35-39,2022,Urban,Total,10312
Centru,35-39,2022,Urban,Masculin,4917
Centru,35-39,2022,Urban,Feminin,5395
Centru,35-39,2022,Rural,Total,41049
Centru,35-39,2022,Rural,Masculin,21147
Centru,35-39,2022,Rural,Feminin,19902
Centru,35-39,2023,Total,Total,49776
Centru,35-39,2023,Total,Masculin,24695
Centru,35-39,2023,Total,Feminin,25081
Centru,35-39,2023,Urban,Total,10162
Centru,35-39,2023,Urban,Masculin,4674
Centru,35-39,2023,Urban,Feminin,5488
Centru,35-39,2023,Rural,Total,39614
Centru,35-39,2023,Rural,Masculin,20021
Centru,35-39,2023,Rural,Feminin,19593
Centru,35-39,2024,Total,Total,50081
Centru,35-39,2024,Total,Masculin,25620
Centru,35-39,2024,Total,Feminin,24461
Centru,35-39,2024,Urban,Total,11578
Centru,35-39,2024,Urban,Masculin,5728
Centru,35-39,2024,Urban,Feminin,5850
Centru,35-39,2024,Rural,Total,38503
Centru,35-39,2024,Rural,Masculin,19892
Centru,35-39,2024,Rural,Feminin,18611
Centru,35-39,2025,Total,Total,49207
Centru,35-39,2025,Total,Masculin,24857
Centru,35-39,2025,Total,Feminin,24350
Centru,35-39,2025,Urban,Total,11374
Centru,35-39,2025,Urban,Masculin,5526
Centru,35-39,2025,Urban,Feminin,5848
Centru,35-39,2025,Rural,Total,37833
Centru,35-39,2025,Rural,Masculin,19331
Centru,35-39,2025,Rural,Feminin,18502
Centru,35-39,2026,Total,Total,47848
Centru,35-39,2026,Total,Masculin,23798
Centru,35-39,2026,Total,Feminin,24050
Centru,35-39,2026,Urban,Total,11150
Centru,35-39,2026,Urban,Masculin,5304
Centru,35-39,2026,Urban,Feminin,5846
Centru,35-39,2026,Rural,Total,36698
Centru,35-39,2026,Rural,Masculin,18494
Centru,35-39,2026,Rural,Feminin,18204
Centru,40-44,2014,Total,Total,51127
Centru,40-44,2014,Total,Masculin,26293
Centru,40-44,2014,Total,Feminin,24834
Centru,40-44,2014,Urban,Total,8167
Centru,40-44,2014,Urban,Masculin,3987
Centru,40-44,2014,Urban,Feminin,4180
Centru,40-44,2014,Rural,Total,42960
Centru,40-44,2014,Rural,Masculin,22306
Centru,40-44,2014,Rural,Feminin,20654
Centru,40-44,2015,Total,Total,51809
Centru,40-44,2015,Total,Masculin,26785
Centru,40-44,2015,Total,Feminin,25024
Centru,40-44,2015,Urban,Total,8251
Centru,40-44,2015,Urban,Masculin,4142
Centru,40-44,2015,Urban,Feminin,4109
Centru,40-44,2015,Rural,Total,43558
Centru,40-44,2015,Rural,Masculin,22643
Centru,40-44,2015,Rural,Feminin,20915
Centru,40-44,2016,Total,Total,52616
Centru,40-44,2016,Total,Masculin,27251
Centru,40-44,2016,Total,Feminin,25365
Centru,40-44,2016,Urban,Total,8461
Centru,40-44,2016,Urban,Masculin,4250
Centru,40-44,2016,Urban,Feminin,4211
Centru,40-44,2016,Rural,Total,44155
Centru,40-44,2016,Rural,Masculin,23001
Centru,40-44,2016,Rural,Feminin,21154
Centru,40-44,2017,Total,Total,51974
Centru,40-44,2017,Total,Masculin,26523
Centru,40-44,2017,Total,Feminin,25451
Centru,40-44,2017,Urban,Total,8467
Centru,40-44,2017,Urban,Masculin,4209
Centru,40-44,2017,Urban,Feminin,4258
Centru,40-44,2017,Rural,Total,43507
Centru,40-44,2017,Rural,Masculin,22314
Centru,40-44,2017,Rural,Feminin,21193
Centru,40-44,2018,Total,Total,49975
Centru,40-44,2018,Total,Masculin,25189
Centru,40-44,2018,Total,Feminin,24786
Centru,40-44,2018,Urban,Total,8246
Centru,40-44,2018,Urban,Masculin,4080
Centru,40-44,2018,Urban,Feminin,4166
Centru,40-44,2018,Rural,Total,41729
Centru,40-44,2018,Rural,Masculin,21109
Centru,40-44,2018,Rural,Feminin,20620
Centru,40-44,2019,Total,Total,48633
Centru,40-44,2019,Total,Masculin,24459
Centru,40-44,2019,Total,Feminin,24174
Centru,40-44,2019,Urban,Total,8408
Centru,40-44,2019,Urban,Masculin,4142
Centru,40-44,2019,Urban,Feminin,4266
Centru,40-44,2019,Rural,Total,40225
Centru,40-44,2019,Rural,Masculin,20317
Centru,40-44,2019,Rural,Feminin,19908
Centru,40-44,2020,Total,Total,47664
Centru,40-44,2020,Total,Masculin,23918
Centru,40-44,2020,Total,Feminin,23746
Centru,40-44,2020,Urban,Total,8546
Centru,40-44,2020,Urban,Masculin,4163
Centru,40-44,2020,Urban,Feminin,4383
Centru,40-44,2020,Rural,Total,39118
Centru,40-44,2020,Rural,Masculin,19755
Centru,40-44,2020,Rural,Feminin,19363
Centru,40-44,2021,Total,Total,47008
Centru,40-44,2021,Total,Masculin,23549
Centru,40-44,2021,Total,Feminin,23459
Centru,40-44,2021,Urban,Total,8710
Centru,40-44,2021,Urban,Masculin,4186
Centru,40-44,2021,Urban,Feminin,4524
Centru,40-44,2021,Rural,Total,38298
Centru,40-44,2021,Rural,Masculin,19363
Centru,40-44,2021,Rural,Feminin,18935
Centru,40-44,2022,Total,Total,45720
Centru,40-44,2022,Total,Masculin,22708
Centru,40-44,2022,Total,Feminin,23012
Centru,40-44,2022,Urban,Total,8740
Centru,40-44,2022,Urban,Masculin,4150
Centru,40-44,2022,Urban,Feminin,4590
Centru,40-44,2022,Rural,Total,36980
Centru,40-44,2022,Rural,Masculin,18558
Centru,40-44,2022,Rural,Feminin,18422
Centru,40-44,2023,Total,Total,44313
Centru,40-44,2023,Total,Masculin,21667
Centru,40-44,2023,Total,Feminin,22646
Centru,40-44,2023,Urban,Total,8915
Centru,40-44,2023,Urban,Masculin,4251
Centru,40-44,2023,Urban,Feminin,4664
Centru,40-44,2023,Rural,Total,35398
Centru,40-44,2023,Rural,Masculin,17416
Centru,40-44,2023,Rural,Feminin,17982
Centru,40-44,2024,Total,Total,45537
Centru,40-44,2024,Total,Masculin,23338
Centru,40-44,2024,Total,Feminin,22199
Centru,40-44,2024,Urban,Total,9858
Centru,40-44,2024,Urban,Masculin,5003
Centru,40-44,2024,Urban,Feminin,4855
Centru,40-44,2024,Rural,Total,35679
Centru,40-44,2024,Rural,Masculin,18335
Centru,40-44,2024,Rural,Feminin,17344
Centru,40-44,2025,Total,Total,46355
Centru,40-44,2025,Total,Masculin,23575
Centru,40-44,2025,Total,Feminin,22780
Centru,40-44,2025,Urban,Total,10367
Centru,40-44,2025,Urban,Masculin,5222
Centru,40-44,2025,Urban,Feminin,5145
Centru,40-44,2025,Rural,Total,35988
Centru,40-44,2025,Rural,Masculin,18353
Centru,40-44,2025,Rural,Feminin,17635
Centru,40-44,2026,Total,Total,47132
Centru,40-44,2026,Total,Masculin,23792
Centru,40-44,2026,Total,Feminin,23340
Centru,40-44,2026,Urban,Total,10705
Centru,40-44,2026,Urban,Masculin,5342
Centru,40-44,2026,Urban,Feminin,5363
Centru,40-44,2026,Rural,Total,36427
Centru,40-44,2026,Rural,Masculin,18450
Centru,40-44,2026,Rural,Feminin,17977
Centru,45-49,2014,Total,Total,52148
Centru,45-49,2014,Total,Masculin,26705
Centru,45-49,2014,Total,Feminin,25443
Centru,45-49,2014,Urban,Total,8575
Centru,45-49,2014,Urban,Masculin,3965
Centru,45-49,2014,Urban,Feminin,4610
Centru,45-49,2014,Rural,Total,43573
Centru,45-49,2014,Rural,Masculin,22740
Centru,45-49,2014,Rural,Feminin,20833
Centru,45-49,2015,Total,Total,50186
Centru,45-49,2015,Total,Masculin,25794
Centru,45-49,2015,Total,Feminin,24392
Centru,45-49,2015,Urban,Total,8061
Centru,45-49,2015,Urban,Masculin,3710
Centru,45-49,2015,Urban,Feminin,4351
Centru,45-49,2015,Rural,Total,42125
Centru,45-49,2015,Rural,Masculin,22084
Centru,45-49,2015,Rural,Feminin,20041
Centru,45-49,2016,Total,Total,49413
Centru,45-49,2016,Total,Masculin,25490
Centru,45-49,2016,Total,Feminin,23923
Centru,45-49,2016,Urban,Total,7822
Centru,45-49,2016,Urban,Masculin,3626
Centru,45-49,2016,Urban,Feminin,4196
Centru,45-49,2016,Rural,Total,41591
Centru,45-49,2016,Rural,Masculin,21864
Centru,45-49,2016,Rural,Feminin,19727
Centru,45-49,2017,Total,Total,48385
Centru,45-49,2017,Total,Masculin,24895
Centru,45-49,2017,Total,Feminin,23490
Centru,45-49,2017,Urban,Total,7589
Centru,45-49,2017,Urban,Masculin,3552
Centru,45-49,2017,Urban,Feminin,4037
Centru,45-49,2017,Rural,Total,40796
Centru,45-49,2017,Rural,Masculin,21343
Centru,45-49,2017,Rural,Feminin,19453
Centru,45-49,2018,Total,Total,47491
Centru,45-49,2018,Total,Masculin,24080
Centru,45-49,2018,Total,Feminin,23411
Centru,45-49,2018,Urban,Total,7461
Centru,45-49,2018,Urban,Masculin,3475
Centru,45-49,2018,Urban,Feminin,3986
Centru,45-49,2018,Rural,Total,40030
Centru,45-49,2018,Rural,Masculin,20605
Centru,45-49,2018,Rural,Feminin,19425
Centru,45-49,2019,Total,Total,47311
Centru,45-49,2019,Total,Masculin,23884
Centru,45-49,2019,Total,Feminin,23427
Centru,45-49,2019,Urban,Total,7512
Centru,45-49,2019,Urban,Masculin,3579
Centru,45-49,2019,Urban,Feminin,3933
Centru,45-49,2019,Rural,Total,39799
Centru,45-49,2019,Rural,Masculin,20305
Centru,45-49,2019,Rural,Feminin,19494
Centru,45-49,2020,Total,Total,47418
Centru,45-49,2020,Total,Masculin,23834
Centru,45-49,2020,Total,Feminin,23584
Centru,45-49,2020,Urban,Total,7589
Centru,45-49,2020,Urban,Masculin,3692
Centru,45-49,2020,Urban,Feminin,3897
Centru,45-49,2020,Rural,Total,39829
Centru,45-49,2020,Rural,Masculin,20142
Centru,45-49,2020,Rural,Feminin,19687
Centru,45-49,2021,Total,Total,47748
Centru,45-49,2021,Total,Masculin,23948
Centru,45-49,2021,Total,Feminin,23800
Centru,45-49,2021,Urban,Total,7792
Centru,45-49,2021,Urban,Masculin,3777
Centru,45-49,2021,Urban,Feminin,4015
Centru,45-49,2021,Rural,Total,39956
Centru,45-49,2021,Rural,Masculin,20171
Centru,45-49,2021,Rural,Feminin,19785
Centru,45-49,2022,Total,Total,47199
Centru,45-49,2022,Total,Masculin,23419
Centru,45-49,2022,Total,Feminin,23780
Centru,45-49,2022,Urban,Total,7857
Centru,45-49,2022,Urban,Masculin,3796
Centru,45-49,2022,Urban,Feminin,4061
Centru,45-49,2022,Rural,Total,39342
Centru,45-49,2022,Rural,Masculin,19623
Centru,45-49,2022,Rural,Feminin,19719
Centru,45-49,2023,Total,Total,45141
Centru,45-49,2023,Total,Masculin,22053
Centru,45-49,2023,Total,Feminin,23088
Centru,45-49,2023,Urban,Total,7647
Centru,45-49,2023,Urban,Masculin,3678
Centru,45-49,2023,Urban,Feminin,3969
Centru,45-49,2023,Rural,Total,37494
Centru,45-49,2023,Rural,Masculin,18375
Centru,45-49,2023,Rural,Feminin,19119
Centru,45-49,2024,Total,Total,44019
Centru,45-49,2024,Total,Masculin,22553
Centru,45-49,2024,Total,Feminin,21466
Centru,45-49,2024,Urban,Total,8185
Centru,45-49,2024,Urban,Masculin,4140
Centru,45-49,2024,Urban,Feminin,4045
Centru,45-49,2024,Rural,Total,35834
Centru,45-49,2024,Rural,Masculin,18413
Centru,45-49,2024,Rural,Feminin,17421
Centru,45-49,2025,Total,Total,43980
Centru,45-49,2025,Total,Masculin,22332
Centru,45-49,2025,Total,Feminin,21648
Centru,45-49,2025,Urban,Total,8440
Centru,45-49,2025,Urban,Masculin,4234
Centru,45-49,2025,Urban,Feminin,4206
Centru,45-49,2025,Rural,Total,35540
Centru,45-49,2025,Rural,Masculin,18098
Centru,45-49,2025,Rural,Feminin,17442
Centru,45-49,2026,Total,Total,43903
Centru,45-49,2026,Total,Masculin,22180
Centru,45-49,2026,Total,Feminin,21723
Centru,45-49,2026,Urban,Total,8643
Centru,45-49,2026,Urban,Masculin,4307
Centru,45-49,2026,Urban,Feminin,4336
Centru,45-49,2026,Rural,Total,35260
Centru,45-49,2026,Rural,Masculin,17873
Centru,45-49,2026,Rural,Feminin,17387
Centru,50-54,2014,Total,Total,64937
Centru,50-54,2014,Total,Masculin,32139
Centru,50-54,2014,Total,Feminin,32798
Centru,50-54,2014,Urban,Total,11735
Centru,50-54,2014,Urban,Masculin,5447
Centru,50-54,2014,Urban,Feminin,6288
Centru,50-54,2014,Rural,Total,53202
Centru,50-54,2014,Rural,Masculin,26692
Centru,50-54,2014,Rural,Feminin,26510
Centru,50-54,2015,Total,Total,61619
Centru,50-54,2015,Total,Masculin,30716
Centru,50-54,2015,Total,Feminin,30903
Centru,50-54,2015,Urban,Total,11061
Centru,50-54,2015,Urban,Masculin,5155
Centru,50-54,2015,Urban,Feminin,5906
Centru,50-54,2015,Rural,Total,50558
Centru,50-54,2015,Rural,Masculin,25561
Centru,50-54,2015,Rural,Feminin,24997
Centru,50-54,2016,Total,Total,58201
Centru,50-54,2016,Total,Masculin,29056
Centru,50-54,2016,Total,Feminin,29145
Centru,50-54,2016,Urban,Total,10260
Centru,50-54,2016,Urban,Masculin,4781
Centru,50-54,2016,Urban,Feminin,5479
Centru,50-54,2016,Rural,Total,47941
Centru,50-54,2016,Rural,Masculin,24275
Centru,50-54,2016,Rural,Feminin,23666
Centru,50-54,2017,Total,Total,54641
Centru,50-54,2017,Total,Masculin,27324
Centru,50-54,2017,Total,Feminin,27317
Centru,50-54,2017,Urban,Total,9450
Centru,50-54,2017,Urban,Masculin,4358
Centru,50-54,2017,Urban,Feminin,5092
Centru,50-54,2017,Rural,Total,45191
Centru,50-54,2017,Rural,Masculin,22966
Centru,50-54,2017,Rural,Feminin,22225
Centru,50-54,2018,Total,Total,51668
Centru,50-54,2018,Total,Masculin,25923
Centru,50-54,2018,Total,Feminin,25745
Centru,50-54,2018,Urban,Total,8699
Centru,50-54,2018,Urban,Masculin,3992
Centru,50-54,2018,Urban,Feminin,4707
Centru,50-54,2018,Rural,Total,42969
Centru,50-54,2018,Rural,Masculin,21931
Centru,50-54,2018,Rural,Feminin,21038
Centru,50-54,2019,Total,Total,48882
Centru,50-54,2019,Total,Masculin,24580
Centru,50-54,2019,Total,Feminin,24302
Centru,50-54,2019,Urban,Total,8029
Centru,50-54,2019,Urban,Masculin,3658
Centru,50-54,2019,Urban,Feminin,4371
Centru,50-54,2019,Rural,Total,40853
Centru,50-54,2019,Rural,Masculin,20922
Centru,50-54,2019,Rural,Feminin,19931
Centru,50-54,2020,Total,Total,46810
Centru,50-54,2020,Total,Masculin,23532
Centru,50-54,2020,Total,Feminin,23278
Centru,50-54,2020,Urban,Total,7590
Centru,50-54,2020,Urban,Masculin,3430
Centru,50-54,2020,Urban,Feminin,4160
Centru,50-54,2020,Rural,Total,39220
Centru,50-54,2020,Rural,Masculin,20102
Centru,50-54,2020,Rural,Feminin,19118
Centru,50-54,2021,Total,Total,46065
