Raioane,Grupe de varsta,Ani,Medii,Sexe,value
..Basarabeasca,70-74,2025,Urban,Total,514
..Basarabeasca,70-74,2025,Urban,Masculin,192
..Basarabeasca,70-74,2025,Urban,Feminin,322
..Basarabeasca,70-74,2025,Rural,Total,653
..Basarabeasca,70-74,2025,Rural,Masculin,243
..Basarabeasca,70-74,2025,Rural,Feminin,410
..Basarabeasca,70-74,2026,Total,Total,1164
..Basarabeasca,70-74,2026,Total,Masculin,428
..Basarabeasca,70-74,2026,Total,Feminin,736
..Basarabeasca,70-74,2026,Urban,Total,500
..Basarabeasca,70-74,2026,Urban,Masculin,184
..Basarabeasca,70-74,2026,Urban,Feminin,316
..Basarabeasca,70-74,2026,Rural,Total,664
..Basarabeasca,70-74,2026,Rural,Masculin,244
..Basarabeasca,70-74,2026,Rural,Feminin,420
..Basarabeasca,75 peste,2014,Total,Total,931
..Basarabeasca,75 peste,2014,Total,Masculin,303
..Basarabeasca,75 peste,2014,Total,Feminin,628
..Basarabeasca,75 peste,2014,Urban,Total,426
..Basarabeasca,75 peste,2014,Urban,Masculin,123
..Basarabeasca,75 peste,2014,Urban,Feminin,303
..Basarabeasca,75 peste,2014,Rural,Total,505
..Basarabeasca,75 peste,2014,Rural,Masculin,180
..Basarabeasca,75 peste,2014,Rural,Feminin,325
..Basarabeasca,75 peste,2015,Total,Total,909
..Basarabeasca,75 peste,2015,Total,Masculin,292
..Basarabeasca,75 peste,2015,Total,Feminin,617
..Basarabeasca,75 peste,2015,Urban,Total,403
..Basarabeasca,75 peste,2015,Urban,Masculin,117
..Basarabeasca,75 peste,2015,Urban,Feminin,286
..Basarabeasca,75 peste,2015,Rural,Total,506
..Basarabeasca,75 peste,2015,Rural,Masculin,175
..Basarabeasca,75 peste,2015,Rural,Feminin,331
..Basarabeasca,75 peste,2016,Total,Total,872
..Basarabeasca,75 peste,2016,Total,Masculin,270
..Basarabeasca,75 peste,2016,Total,Feminin,602
..Basarabeasca,75 peste,2016,Urban,Total,379
..Basarabeasca,75 peste,2016,Urban,Masculin,104
..Basarabeasca,75 peste,2016,Urban,Feminin,275
..Basarabeasca,75 peste,2016,Rural,Total,493
..Basarabeasca,75 peste,2016,Rural,Masculin,166
..Basarabeasca,75 peste,2016,Rural,Feminin,327
..Basarabeasca,75 peste,2017,Total,Total,857
..Basarabeasca,75 peste,2017,Total,Masculin,280
..Basarabeasca,75 peste,2017,Total,Feminin,577
..Basarabeasca,75 peste,2017,Urban,Total,361
..Basarabeasca,75 peste,2017,Urban,Masculin,107
..Basarabeasca,75 peste,2017,Urban,Feminin,254
..Basarabeasca,75 peste,2017,Rural,Total,496
..Basarabeasca,75 peste,2017,Rural,Masculin,173
..Basarabeasca,75 peste,2017,Rural,Feminin,323
..Basarabeasca,75 peste,2018,Total,Total,831
..Basarabeasca,75 peste,2018,Total,Masculin,278
..Basarabeasca,75 peste,2018,Total,Feminin,553
..Basarabeasca,75 peste,2018,Urban,Total,343
..Basarabeasca,75 peste,2018,Urban,Masculin,105
..Basarabeasca,75 peste,2018,Urban,Feminin,238
..Basarabeasca,75 peste,2018,Rural,Total,488
..Basarabeasca,75 peste,2018,Rural,Masculin,173
..Basarabeasca,75 peste,2018,Rural,Feminin,315
..Basarabeasca,75 peste,2019,Total,Total,827
..Basarabeasca,75 peste,2019,Total,Masculin,268
..Basarabeasca,75 peste,2019,Total,Feminin,559
..Basarabeasca,75 peste,2019,Urban,Total,328
..Basarabeasca,75 peste,2019,Urban,Masculin,97
..Basarabeasca,75 peste,2019,Urban,Feminin,231
..Basarabeasca,75 peste,2019,Rural,Total,499
..Basarabeasca,75 peste,2019,Rural,Masculin,171
..Basarabeasca,75 peste,2019,Rural,Feminin,328
..Basarabeasca,75 peste,2020,Total,Total,797
..Basarabeasca,75 peste,2020,Total,Masculin,260
..Basarabeasca,75 peste,2020,Total,Feminin,537
..Basarabeasca,75 peste,2020,Urban,Total,320
..Basarabeasca,75 peste,2020,Urban,Masculin,106
..Basarabeasca,75 peste,2020,Urban,Feminin,214
..Basarabeasca,75 peste,2020,Rural,Total,477
..Basarabeasca,75 peste,2020,Rural,Masculin,154
..Basarabeasca,75 peste,2020,Rural,Feminin,323
..Basarabeasca,75 peste,2021,Total,Total,753
..Basarabeasca,75 peste,2021,Total,Masculin,247
..Basarabeasca,75 peste,2021,Total,Feminin,506
..Basarabeasca,75 peste,2021,Urban,Total,316
..Basarabeasca,75 peste,2021,Urban,Masculin,104
..Basarabeasca,75 peste,2021,Urban,Feminin,212
..Basarabeasca,75 peste,2021,Rural,Total,437
..Basarabeasca,75 peste,2021,Rural,Masculin,143
..Basarabeasca,75 peste,2021,Rural,Feminin,294
..Basarabeasca,75 peste,2022,Total,Total,730
..Basarabeasca,75 peste,2022,Total,Masculin,246
..Basarabeasca,75 peste,2022,Total,Feminin,484
..Basarabeasca,75 peste,2022,Urban,Total,308
..Basarabeasca,75 peste,2022,Urban,Masculin,112
..Basarabeasca,75 peste,2022,Urban,Feminin,196
..Basarabeasca,75 peste,2022,Rural,Total,422
..Basarabeasca,75 peste,2022,Rural,Masculin,134
..Basarabeasca,75 peste,2022,Rural,Feminin,288
..Basarabeasca,75 peste,2023,Total,Total,711
..Basarabeasca,75 peste,2023,Total,Masculin,239
..Basarabeasca,75 peste,2023,Total,Feminin,472
..Basarabeasca,75 peste,2023,Urban,Total,309
..Basarabeasca,75 peste,2023,Urban,Masculin,113
..Basarabeasca,75 peste,2023,Urban,Feminin,196
..Basarabeasca,75 peste,2023,Rural,Total,402
..Basarabeasca,75 peste,2023,Rural,Masculin,126
..Basarabeasca,75 peste,2023,Rural,Feminin,276
..Basarabeasca,75 peste,2024,Total,Total,710
..Basarabeasca,75 peste,2024,Total,Masculin,240
..Basarabeasca,75 peste,2024,Total,Feminin,470
..Basarabeasca,75 peste,2024,Urban,Total,316
..Basarabeasca,75 peste,2024,Urban,Masculin,108
..Basarabeasca,75 peste,2024,Urban,Feminin,208
..Basarabeasca,75 peste,2024,Rural,Total,394
..Basarabeasca,75 peste,2024,Rural,Masculin,132
..Basarabeasca,75 peste,2024,Rural,Feminin,262
..Basarabeasca,75 peste,2025,Total,Total,783
..Basarabeasca,75 peste,2025,Total,Masculin,268
..Basarabeasca,75 peste,2025,Total,Feminin,515
..Basarabeasca,75 peste,2025,Urban,Total,353
..Basarabeasca,75 peste,2025,Urban,Masculin,119
..Basarabeasca,75 peste,2025,Urban,Feminin,234
..Basarabeasca,75 peste,2025,Rural,Total,430
..Basarabeasca,75 peste,2025,Rural,Masculin,149
..Basarabeasca,75 peste,2025,Rural,Feminin,281
..Basarabeasca,75 peste,2026,Total,Total,812
..Basarabeasca,75 peste,2026,Total,Masculin,269
..Basarabeasca,75 peste,2026,Total,Feminin,543
..Basarabeasca,75 peste,2026,Urban,Total,369
..Basarabeasca,75 peste,2026,Urban,Masculin,118
..Basarabeasca,75 peste,2026,Urban,Feminin,251
..Basarabeasca,75 peste,2026,Rural,Total,443
..Basarabeasca,75 peste,2026,Rural,Masculin,151
..Basarabeasca,75 peste,2026,Rural,Feminin,292
..Cahul,Grupe de varsta - total,2014,Total,Total,97961
..Cahul,Grupe de varsta - total,2014,Total,Masculin,46985
..Cahul,Grupe de varsta - total,2014,Total,Feminin,50976
..Cahul,Grupe de varsta - total,2014,Urban,Total,27719
..Cahul,Grupe de varsta - total,2014,Urban,Masculin,12771
..Cahul,Grupe de varsta - total,2014,Urban,Feminin,14948
..Cahul,Grupe de varsta - total,2014,Rural,Total,70242
..Cahul,Grupe de varsta - total,2014,Rural,Masculin,34214
..Cahul,Grupe de varsta - total,2014,Rural,Feminin,36028
..Cahul,Grupe de varsta - total,2015,Total,Total,96262
..Cahul,Grupe de varsta - total,2015,Total,Masculin,46198
..Cahul,Grupe de varsta - total,2015,Total,Feminin,50064
..Cahul,Grupe de varsta - total,2015,Urban,Total,27201
..Cahul,Grupe de varsta - total,2015,Urban,Masculin,12501
..Cahul,Grupe de varsta - total,2015,Urban,Feminin,14700
..Cahul,Grupe de varsta - total,2015,Rural,Total,69061
..Cahul,Grupe de varsta - total,2015,Rural,Masculin,33697
..Cahul,Grupe de varsta - total,2015,Rural,Feminin,35364
..Cahul,Grupe de varsta - total,2016,Total,Total,94680
..Cahul,Grupe de varsta - total,2016,Total,Masculin,45536
..Cahul,Grupe de varsta - total,2016,Total,Feminin,49144
..Cahul,Grupe de varsta - total,2016,Urban,Total,26555
..Cahul,Grupe de varsta - total,2016,Urban,Masculin,12194
..Cahul,Grupe de varsta - total,2016,Urban,Feminin,14361
..Cahul,Grupe de varsta - total,2016,Rural,Total,68125
..Cahul,Grupe de varsta - total,2016,Rural,Masculin,33342
..Cahul,Grupe de varsta - total,2016,Rural,Feminin,34783
..Cahul,Grupe de varsta - total,2017,Total,Total,92193
..Cahul,Grupe de varsta - total,2017,Total,Masculin,44163
..Cahul,Grupe de varsta - total,2017,Total,Feminin,48030
..Cahul,Grupe de varsta - total,2017,Urban,Total,25759
..Cahul,Grupe de varsta - total,2017,Urban,Masculin,11807
..Cahul,Grupe de varsta - total,2017,Urban,Feminin,13952
..Cahul,Grupe de varsta - total,2017,Rural,Total,66434
..Cahul,Grupe de varsta - total,2017,Rural,Masculin,32356
..Cahul,Grupe de varsta - total,2017,Rural,Feminin,34078
..Cahul,Grupe de varsta - total,2018,Total,Total,89091
..Cahul,Grupe de varsta - total,2018,Total,Masculin,42413
..Cahul,Grupe de varsta - total,2018,Total,Feminin,46678
..Cahul,Grupe de varsta - total,2018,Urban,Total,25004
..Cahul,Grupe de varsta - total,2018,Urban,Masculin,11432
..Cahul,Grupe de varsta - total,2018,Urban,Feminin,13572
..Cahul,Grupe de varsta - total,2018,Rural,Total,64087
..Cahul,Grupe de varsta - total,2018,Rural,Masculin,30981
..Cahul,Grupe de varsta - total,2018,Rural,Feminin,33106
..Cahul,Grupe de varsta - total,2019,Total,Total,86452
..Cahul,Grupe de varsta - total,2019,Total,Masculin,40989
..Cahul,Grupe de varsta - total,2019,Total,Feminin,45463
..Cahul,Grupe de varsta - total,2019,Urban,Total,24439
..Cahul,Grupe de varsta - total,2019,Urban,Masculin,11153
..Cahul,Grupe de varsta - total,2019,Urban,Feminin,13286
..Cahul,Grupe de varsta - total,2019,Rural,Total,62013
..Cahul,Grupe de varsta - total,2019,Rural,Masculin,29836
..Cahul,Grupe de varsta - total,2019,Rural,Feminin,32177
..Cahul,Grupe de varsta - total,2020,Total,Total,84604
..Cahul,Grupe de varsta - total,2020,Total,Masculin,40180
..Cahul,Grupe de varsta - total,2020,Total,Feminin,44424
..Cahul,Grupe de varsta - total,2020,Urban,Total,24246
..Cahul,Grupe de varsta - total,2020,Urban,Masculin,11052
..Cahul,Grupe de varsta - total,2020,Urban,Feminin,13194
..Cahul,Grupe de varsta - total,2020,Rural,Total,60358
..Cahul,Grupe de varsta - total,2020,Rural,Masculin,29128
..Cahul,Grupe de varsta - total,2020,Rural,Feminin,31230
..Cahul,Grupe de varsta - total,2021,Total,Total,83718
..Cahul,Grupe de varsta - total,2021,Total,Masculin,39708
..Cahul,Grupe de varsta - total,2021,Total,Feminin,44010
..Cahul,Grupe de varsta - total,2021,Urban,Total,24176
..Cahul,Grupe de varsta - total,2021,Urban,Masculin,10987
..Cahul,Grupe de varsta - total,2021,Urban,Feminin,13189
..Cahul,Grupe de varsta - total,2021,Rural,Total,59542
..Cahul,Grupe de varsta - total,2021,Rural,Masculin,28721
..Cahul,Grupe de varsta - total,2021,Rural,Feminin,30821
..Cahul,Grupe de varsta - total,2022,Total,Total,80904
..Cahul,Grupe de varsta - total,2022,Total,Masculin,38100
..Cahul,Grupe de varsta - total,2022,Total,Feminin,42804
..Cahul,Grupe de varsta - total,2022,Urban,Total,23536
..Cahul,Grupe de varsta - total,2022,Urban,Masculin,10643
..Cahul,Grupe de varsta - total,2022,Urban,Feminin,12893
..Cahul,Grupe de varsta - total,2022,Rural,Total,57368
..Cahul,Grupe de varsta - total,2022,Rural,Masculin,27457
..Cahul,Grupe de varsta - total,2022,Rural,Feminin,29911
..Cahul,Grupe de varsta - total,2023,Total,Total,77720
..Cahul,Grupe de varsta - total,2023,Total,Masculin,36437
..Cahul,Grupe de varsta - total,2023,Total,Feminin,41283
..Cahul,Grupe de varsta - total,2023,Urban,Total,22777
..Cahul,Grupe de varsta - total,2023,Urban,Masculin,10196
..Cahul,Grupe de varsta - total,2023,Urban,Feminin,12581
..Cahul,Grupe de varsta - total,2023,Rural,Total,54943
..Cahul,Grupe de varsta - total,2023,Rural,Masculin,26241
..Cahul,Grupe de varsta - total,2023,Rural,Feminin,28702
..Cahul,Grupe de varsta - total,2024,Total,Total,72998
..Cahul,Grupe de varsta - total,2024,Total,Masculin,34703
..Cahul,Grupe de varsta - total,2024,Total,Feminin,38295
..Cahul,Grupe de varsta - total,2024,Urban,Total,21333
..Cahul,Grupe de varsta - total,2024,Urban,Masculin,9730
..Cahul,Grupe de varsta - total,2024,Urban,Feminin,11603
..Cahul,Grupe de varsta - total,2024,Rural,Total,51665
..Cahul,Grupe de varsta - total,2024,Rural,Masculin,24973
..Cahul,Grupe de varsta - total,2024,Rural,Feminin,26692
..Cahul,Grupe de varsta - total,2025,Total,Total,71863
..Cahul,Grupe de varsta - total,2025,Total,Masculin,33880
..Cahul,Grupe de varsta - total,2025,Total,Feminin,37983
..Cahul,Grupe de varsta - total,2025,Urban,Total,21161
..Cahul,Grupe de varsta - total,2025,Urban,Masculin,9536
..Cahul,Grupe de varsta - total,2025,Urban,Feminin,11625
..Cahul,Grupe de varsta - total,2025,Rural,Total,50702
..Cahul,Grupe de varsta - total,2025,Rural,Masculin,24344
..Cahul,Grupe de varsta - total,2025,Rural,Feminin,26358
..Cahul,Grupe de varsta - total,2026,Total,Total,70877
..Cahul,Grupe de varsta - total,2026,Total,Masculin,33149
..Cahul,Grupe de varsta - total,2026,Total,Feminin,37728
..Cahul,Grupe de varsta - total,2026,Urban,Total,21029
..Cahul,Grupe de varsta - total,2026,Urban,Masculin,9384
..Cahul,Grupe de varsta - total,2026,Urban,Feminin,11645
..Cahul,Grupe de varsta - total,2026,Rural,Total,49848
..Cahul,Grupe de varsta - total,2026,Rural,Masculin,23765
..Cahul,Grupe de varsta - total,2026,Rural,Feminin,26083
..Cahul,0-4,2014,Total,Total,6697
..Cahul,0-4,2014,Total,Masculin,3495
..Cahul,0-4,2014,Total,Feminin,3202
..Cahul,0-4,2014,Urban,Total,1644
..Cahul,0-4,2014,Urban,Masculin,861
..Cahul,0-4,2014,Urban,Feminin,783
..Cahul,0-4,2014,Rural,Total,5053
..Cahul,0-4,2014,Rural,Masculin,2634
..Cahul,0-4,2014,Rural,Feminin,2419
..Cahul,0-4,2015,Total,Total,6586
..Cahul,0-4,2015,Total,Masculin,3385
..Cahul,0-4,2015,Total,Feminin,3201
..Cahul,0-4,2015,Urban,Total,1625
..Cahul,0-4,2015,Urban,Masculin,831
..Cahul,0-4,2015,Urban,Feminin,794
..Cahul,0-4,2015,Rural,Total,4961
..Cahul,0-4,2015,Rural,Masculin,2554
..Cahul,0-4,2015,Rural,Feminin,2407
..Cahul,0-4,2016,Total,Total,6467
..Cahul,0-4,2016,Total,Masculin,3307
..Cahul,0-4,2016,Total,Feminin,3160
..Cahul,0-4,2016,Urban,Total,1614
..Cahul,0-4,2016,Urban,Masculin,816
..Cahul,0-4,2016,Urban,Feminin,798
..Cahul,0-4,2016,Rural,Total,4853
..Cahul,0-4,2016,Rural,Masculin,2491
..Cahul,0-4,2016,Rural,Feminin,2362
..Cahul,0-4,2017,Total,Total,6372
..Cahul,0-4,2017,Total,Masculin,3236
..Cahul,0-4,2017,Total,Feminin,3136
..Cahul,0-4,2017,Urban,Total,1554
..Cahul,0-4,2017,Urban,Masculin,785
..Cahul,0-4,2017,Urban,Feminin,769
..Cahul,0-4,2017,Rural,Total,4818
..Cahul,0-4,2017,Rural,Masculin,2451
..Cahul,0-4,2017,Rural,Feminin,2367
..Cahul,0-4,2018,Total,Total,6114
..Cahul,0-4,2018,Total,Masculin,3101
..Cahul,0-4,2018,Total,Feminin,3013
..Cahul,0-4,2018,Urban,Total,1491
..Cahul,0-4,2018,Urban,Masculin,750
..Cahul,0-4,2018,Urban,Feminin,741
..Cahul,0-4,2018,Rural,Total,4623
..Cahul,0-4,2018,Rural,Masculin,2351
..Cahul,0-4,2018,Rural,Feminin,2272
..Cahul,0-4,2019,Total,Total,5681
..Cahul,0-4,2019,Total,Masculin,2912
..Cahul,0-4,2019,Total,Feminin,2769
..Cahul,0-4,2019,Urban,Total,1390
..Cahul,0-4,2019,Urban,Masculin,716
..Cahul,0-4,2019,Urban,Feminin,674
..Cahul,0-4,2019,Rural,Total,4291
..Cahul,0-4,2019,Rural,Masculin,2196
..Cahul,0-4,2019,Rural,Feminin,2095
..Cahul,0-4,2020,Total,Total,5247
..Cahul,0-4,2020,Total,Masculin,2707
..Cahul,0-4,2020,Total,Feminin,2540
..Cahul,0-4,2020,Urban,Total,1291
..Cahul,0-4,2020,Urban,Masculin,673
..Cahul,0-4,2020,Urban,Feminin,618
..Cahul,0-4,2020,Rural,Total,3956
..Cahul,0-4,2020,Rural,Masculin,2034
..Cahul,0-4,2020,Rural,Feminin,1922
..Cahul,0-4,2021,Total,Total,4830
..Cahul,0-4,2021,Total,Masculin,2477
..Cahul,0-4,2021,Total,Feminin,2353
..Cahul,0-4,2021,Urban,Total,1182
..Cahul,0-4,2021,Urban,Masculin,621
..Cahul,0-4,2021,Urban,Feminin,561
..Cahul,0-4,2021,Rural,Total,3648
..Cahul,0-4,2021,Rural,Masculin,1856
..Cahul,0-4,2021,Rural,Feminin,1792
..Cahul,0-4,2022,Total,Total,4396
..Cahul,0-4,2022,Total,Masculin,2247
..Cahul,0-4,2022,Total,Feminin,2149
..Cahul,0-4,2022,Urban,Total,1103
..Cahul,0-4,2022,Urban,Masculin,582
..Cahul,0-4,2022,Urban,Feminin,521
..Cahul,0-4,2022,Rural,Total,3293
..Cahul,0-4,2022,Rural,Masculin,1665
..Cahul,0-4,2022,Rural,Feminin,1628
..Cahul,0-4,2023,Total,Total,3806
..Cahul,0-4,2023,Total,Masculin,1933
..Cahul,0-4,2023,Total,Feminin,1873
..Cahul,0-4,2023,Urban,Total,971
..Cahul,0-4,2023,Urban,Masculin,518
..Cahul,0-4,2023,Urban,Feminin,453
..Cahul,0-4,2023,Rural,Total,2835
..Cahul,0-4,2023,Rural,Masculin,1415
..Cahul,0-4,2023,Rural,Feminin,1420
..Cahul,0-4,2024,Total,Total,4215
..Cahul,0-4,2024,Total,Masculin,2092
..Cahul,0-4,2024,Total,Feminin,2123
..Cahul,0-4,2024,Urban,Total,1256
..Cahul,0-4,2024,Urban,Masculin,613
..Cahul,0-4,2024,Urban,Feminin,643
..Cahul,0-4,2024,Rural,Total,2959
..Cahul,0-4,2024,Rural,Masculin,1479
..Cahul,0-4,2024,Rural,Feminin,1480
..Cahul,0-4,2025,Total,Total,3884
..Cahul,0-4,2025,Total,Masculin,1930
..Cahul,0-4,2025,Total,Feminin,1954
..Cahul,0-4,2025,Urban,Total,1181
..Cahul,0-4,2025,Urban,Masculin,578
..Cahul,0-4,2025,Urban,Feminin,603
..Cahul,0-4,2025,Rural,Total,2703
..Cahul,0-4,2025,Rural,Masculin,1352
..Cahul,0-4,2025,Rural,Feminin,1351
..Cahul,0-4,2026,Total,Total,3841
..Cahul,0-4,2026,Total,Masculin,1926
..Cahul,0-4,2026,Total,Feminin,1915
..Cahul,0-4,2026,Urban,Total,1191
..Cahul,0-4,2026,Urban,Masculin,588
..Cahul,0-4,2026,Urban,Feminin,603
..Cahul,0-4,2026,Rural,Total,2650
..Cahul,0-4,2026,Rural,Masculin,1338
..Cahul,0-4,2026,Rural,Feminin,1312
..Cahul,5-9,2014,Total,Total,6042
..Cahul,5-9,2014,Total,Masculin,3066
..Cahul,5-9,2014,Total,Feminin,2976
..Cahul,5-9,2014,Urban,Total,1552
..Cahul,5-9,2014,Urban,Masculin,795
..Cahul,5-9,2014,Urban,Feminin,757
..Cahul,5-9,2014,Rural,Total,4490
..Cahul,5-9,2014,Rural,Masculin,2271
..Cahul,5-9,2014,Rural,Feminin,2219
..Cahul,5-9,2015,Total,Total,5977
..Cahul,5-9,2015,Total,Masculin,3068
..Cahul,5-9,2015,Total,Feminin,2909
..Cahul,5-9,2015,Urban,Total,1552
..Cahul,5-9,2015,Urban,Masculin,793
..Cahul,5-9,2015,Urban,Feminin,759
..Cahul,5-9,2015,Rural,Total,4425
..Cahul,5-9,2015,Rural,Masculin,2275
..Cahul,5-9,2015,Rural,Feminin,2150
..Cahul,5-9,2016,Total,Total,5952
..Cahul,5-9,2016,Total,Masculin,3063
..Cahul,5-9,2016,Total,Feminin,2889
..Cahul,5-9,2016,Urban,Total,1511
..Cahul,5-9,2016,Urban,Masculin,781
..Cahul,5-9,2016,Urban,Feminin,730
..Cahul,5-9,2016,Rural,Total,4441
..Cahul,5-9,2016,Rural,Masculin,2282
..Cahul,5-9,2016,Rural,Feminin,2159
..Cahul,5-9,2017,Total,Total,5786
..Cahul,5-9,2017,Total,Masculin,3001
..Cahul,5-9,2017,Total,Feminin,2785
..Cahul,5-9,2017,Urban,Total,1460
..Cahul,5-9,2017,Urban,Masculin,750
..Cahul,5-9,2017,Urban,Feminin,710
..Cahul,5-9,2017,Rural,Total,4326
..Cahul,5-9,2017,Rural,Masculin,2251
..Cahul,5-9,2017,Rural,Feminin,2075
..Cahul,5-9,2018,Total,Total,5745
..Cahul,5-9,2018,Total,Masculin,2982
..Cahul,5-9,2018,Total,Feminin,2763
..Cahul,5-9,2018,Urban,Total,1424
..Cahul,5-9,2018,Urban,Masculin,751
..Cahul,5-9,2018,Urban,Feminin,673
..Cahul,5-9,2018,Rural,Total,4321
..Cahul,5-9,2018,Rural,Masculin,2231
..Cahul,5-9,2018,Rural,Feminin,2090
..Cahul,5-9,2019,Total,Total,5635
..Cahul,5-9,2019,Total,Masculin,2929
..Cahul,5-9,2019,Total,Feminin,2706
..Cahul,5-9,2019,Urban,Total,1374
..Cahul,5-9,2019,Urban,Masculin,714
..Cahul,5-9,2019,Urban,Feminin,660
..Cahul,5-9,2019,Rural,Total,4261
..Cahul,5-9,2019,Rural,Masculin,2215
..Cahul,5-9,2019,Rural,Feminin,2046
..Cahul,5-9,2020,Total,Total,5501
..Cahul,5-9,2020,Total,Masculin,2819
..Cahul,5-9,2020,Total,Feminin,2682
..Cahul,5-9,2020,Urban,Total,1385
..Cahul,5-9,2020,Urban,Masculin,704
..Cahul,5-9,2020,Urban,Feminin,681
..Cahul,5-9,2020,Rural,Total,4116
..Cahul,5-9,2020,Rural,Masculin,2115
..Cahul,5-9,2020,Rural,Feminin,2001
..Cahul,5-9,2021,Total,Total,5432
..Cahul,5-9,2021,Total,Masculin,2782
..Cahul,5-9,2021,Total,Feminin,2650
..Cahul,5-9,2021,Urban,Total,1421
..Cahul,5-9,2021,Urban,Masculin,719
..Cahul,5-9,2021,Urban,Feminin,702
..Cahul,5-9,2021,Rural,Total,4011
..Cahul,5-9,2021,Rural,Masculin,2063
..Cahul,5-9,2021,Rural,Feminin,1948
..Cahul,5-9,2022,Total,Total,5359
..Cahul,5-9,2022,Total,Masculin,2721
..Cahul,5-9,2022,Total,Feminin,2638
..Cahul,5-9,2022,Urban,Total,1391
..Cahul,5-9,2022,Urban,Masculin,703
..Cahul,5-9,2022,Urban,Feminin,688
..Cahul,5-9,2022,Rural,Total,3968
..Cahul,5-9,2022,Rural,Masculin,2018
..Cahul,5-9,2022,Rural,Feminin,1950
..Cahul,5-9,2023,Total,Total,4974
..Cahul,5-9,2023,Total,Masculin,2521
..Cahul,5-9,2023,Total,Feminin,2453
..Cahul,5-9,2023,Urban,Total,1325
..Cahul,5-9,2023,Urban,Masculin,667
..Cahul,5-9,2023,Urban,Feminin,658
..Cahul,5-9,2023,Rural,Total,3649
..Cahul,5-9,2023,Rural,Masculin,1854
..Cahul,5-9,2023,Rural,Feminin,1795
..Cahul,5-9,2024,Total,Total,5005
..Cahul,5-9,2024,Total,Masculin,2492
..Cahul,5-9,2024,Total,Feminin,2513
..Cahul,5-9,2024,Urban,Total,1533
..Cahul,5-9,2024,Urban,Masculin,742
..Cahul,5-9,2024,Urban,Feminin,791
..Cahul,5-9,2024,Rural,Total,3472
..Cahul,5-9,2024,Rural,Masculin,1750
..Cahul,5-9,2024,Rural,Feminin,1722
..Cahul,5-9,2025,Total,Total,4934
..Cahul,5-9,2025,Total,Masculin,2457
..Cahul,5-9,2025,Total,Feminin,2477
..Cahul,5-9,2025,Urban,Total,1523
..Cahul,5-9,2025,Urban,Masculin,738
..Cahul,5-9,2025,Urban,Feminin,785
..Cahul,5-9,2025,Rural,Total,3411
..Cahul,5-9,2025,Rural,Masculin,1719
..Cahul,5-9,2025,Rural,Feminin,1692
..Cahul,5-9,2026,Total,Total,4792
..Cahul,5-9,2026,Total,Masculin,2374
..Cahul,5-9,2026,Total,Feminin,2418
..Cahul,5-9,2026,Urban,Total,1480
..Cahul,5-9,2026,Urban,Masculin,722
..Cahul,5-9,2026,Urban,Feminin,758
..Cahul,5-9,2026,Rural,Total,3312
..Cahul,5-9,2026,Rural,Masculin,1652
..Cahul,5-9,2026,Rural,Feminin,1660
..Cahul,10-14,2014,Total,Total,5849
..Cahul,10-14,2014,Total,Masculin,2946
..Cahul,10-14,2014,Total,Feminin,2903
..Cahul,10-14,2014,Urban,Total,1199
..Cahul,10-14,2014,Urban,Masculin,627
..Cahul,10-14,2014,Urban,Feminin,572
..Cahul,10-14,2014,Rural,Total,4650
..Cahul,10-14,2014,Rural,Masculin,2319
..Cahul,10-14,2014,Rural,Feminin,2331
..Cahul,10-14,2015,Total,Total,5687
..Cahul,10-14,2015,Total,Masculin,2876
..Cahul,10-14,2015,Total,Feminin,2811
..Cahul,10-14,2015,Urban,Total,1205
..Cahul,10-14,2015,Urban,Masculin,649
..Cahul,10-14,2015,Urban,Feminin,556
