domain,cause,sex,age_group,indicator,year,value
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,21.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,25.0
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2016,60.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2016,69.8
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2016,21.6
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2016,25.1
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2017,56.0
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2017,66.0
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2017,20.3
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2017,24.0
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2018,52.0
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2018,60.9
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2018,19.2
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2018,22.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2019,50.9
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2019,60.2
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2019,19.1
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2019,22.6
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2020,33.7
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2020,48.8
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2020,12.8
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2020,18.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2021,39.4
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2021,48.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2021,15.2
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2021,18.7
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2022,32.4
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2022,42.1
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2022,12.8
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2022,16.6
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2023,33.1
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2023,43.0
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2023,13.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2023,17.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2024,31.9
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2024,42.5
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2024,13.3
SAN020200,Boli ale pielii si tesutului celular subcutanat,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2024,17.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2014,25.6
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2014,49.9
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2014,9.0
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2014,17.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2015,25.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2015,49.6
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,9.0
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,17.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2016,24.3
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2016,48.1
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2016,8.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2016,17.3
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2017,23.2
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2017,46.2
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2017,8.4
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2017,16.8
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2018,24.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2018,47.3
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2018,9.0
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2018,17.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2019,23.9
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2019,42.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2019,9.0
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2019,16.0
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2020,16.5
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2020,34.4
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2020,6.3
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2020,13.1
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2021,17.1
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2021,34.4
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2021,6.6
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2021,13.3
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2022,18.3
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2022,34.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2022,7.2
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2022,13.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2023,18.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2023,36.1
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2023,7.6
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2023,14.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2024,18.4
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2024,36.8
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2024,7.7
SAN020200,"Boli ale singelui, organelor hematopoietice si unele tulburari ale mecanismului imunitar",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2024,15.3
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2014,72.0
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2014,182.5
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2014,25.2
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2014,63.9
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2015,69.7
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2015,182.1
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,24.6
SAN020200,Boli ale sistemului nervos si ale organelor de simt,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,64.2
