Indicatori,Sectiuni si capitole conform NCM,Tari UE,Ani,value
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Germania,2020,0.67
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Germania,2021,0.29
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Germania,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Germania,2023,0.15
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Germania,2024,0.61
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Grecia,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Grecia,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Grecia,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Grecia,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Grecia,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Irlanda,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Irlanda,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Irlanda,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Irlanda,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Irlanda,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Italia,2020,1.91
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Italia,2021,9.73
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Italia,2022,1.09
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Italia,2023,1.90
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Italia,2024,0.91
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Letonia,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Letonia,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Letonia,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Letonia,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Letonia,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Lituania,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Lituania,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Lituania,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Lituania,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Lituania,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Luxemburg,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Luxemburg,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Luxemburg,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Luxemburg,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Luxemburg,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Malta,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Malta,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Malta,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Malta,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Malta,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Polonia,2020,20.06
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Polonia,2021,18.60
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Polonia,2022,11.33
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Polonia,2023,13.96
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Polonia,2024,4.61
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Portugalia,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Portugalia,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Portugalia,2022,2.30
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Portugalia,2023,7.15
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Portugalia,2024,12.53
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Romania,2020,2.92
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Romania,2021,0.19
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Romania,2022,1.59
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Romania,2023,2.98
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Romania,2024,1.72
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovacia,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovacia,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovacia,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovacia,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovacia,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovenia,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovenia,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovenia,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovenia,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Slovenia,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Spania,2020,0.57
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Spania,2021,0.01
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Spania,2022,0.02
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Spania,2023,1.56
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Spania,2024,0.60
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Suedia,2020,0.08
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Suedia,2021,1.49
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Suedia,2022,1.89
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Suedia,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Suedia,2024,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Tarile de Jos (Netherlands),2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Tarile de Jos (Netherlands),2021,0.33
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Tarile de Jos (Netherlands),2022,0.31
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Tarile de Jos (Netherlands),2023,0.46
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Tarile de Jos (Netherlands),2024,14.16
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Ungaria,2020,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Ungaria,2021,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Ungaria,2022,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Ungaria,2023,-
Import,67 ..Pene si puf prelucrate si articole din pene sau din puf; flori artificiale; articole din par uman,Ungaria,2024,-
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Austria,2020,155.54
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Austria,2021,211.75
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Austria,2022,141.71
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Austria,2023,226.03
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Austria,2024,241.10
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Belgia,2020,263.26
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Belgia,2021,352.01
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Belgia,2022,409.47
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Belgia,2023,444.58
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Belgia,2024,343.28
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Bulgaria,2020,7377.61
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Bulgaria,2021,7280.15
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Bulgaria,2022,10596.70
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Bulgaria,2023,10256.75
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Bulgaria,2024,12468.65
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cehia,2020,2342.45
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cehia,2021,2650.86
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cehia,2022,3293.84
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cehia,2023,2911.77
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cehia,2024,2810.86
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cipru,2020,-
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cipru,2021,-
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cipru,2022,0.26
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cipru,2023,0.04
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Cipru,2024,0.55
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Croatia,2020,195.97
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Croatia,2021,257.66
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Croatia,2022,159.34
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Croatia,2023,176.55
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Croatia,2024,17.33
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Danemarca,2020,18.50
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Danemarca,2021,23.63
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Danemarca,2022,38.53
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Danemarca,2023,29.27
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Danemarca,2024,35.39
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Estonia,2020,17.21
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Estonia,2021,118.70
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Estonia,2022,75.27
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Estonia,2023,64.84
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Estonia,2024,87.99
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Finlanda,2020,429.48
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Finlanda,2021,375.08
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Finlanda,2022,357.09
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Finlanda,2023,395.29
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Finlanda,2024,428.35
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Franta,2020,1747.90
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Franta,2021,1993.88
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Franta,2022,1941.20
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Franta,2023,1663.86
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Franta,2024,1633.74
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Germania,2020,3083.31
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Germania,2021,3856.04
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Germania,2022,3457.51
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Germania,2023,3167.65
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Germania,2024,3996.67
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Grecia,2020,276.50
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Grecia,2021,519.48
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Grecia,2022,457.09
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Grecia,2023,547.84
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Grecia,2024,639.21
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Irlanda,2020,6.95
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Irlanda,2021,5.43
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Irlanda,2022,12.76
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Irlanda,2023,8.62
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Irlanda,2024,14.76
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Italia,2020,7596.22
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Italia,2021,9485.49
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Italia,2022,11384.46
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Italia,2023,10144.54
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Italia,2024,11134.76
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Letonia,2020,42.83
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Letonia,2021,63.91
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Letonia,2022,120.76
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Letonia,2023,221.98
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Letonia,2024,167.54
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Lituania,2020,40.56
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Lituania,2021,40.65
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Lituania,2022,44.87
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Lituania,2023,579.32
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Lituania,2024,575.53
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Luxemburg,2020,21.92
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Luxemburg,2021,30.00
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Luxemburg,2022,19.80
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Luxemburg,2023,17.50
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Luxemburg,2024,19.93
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Malta,2020,-
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Malta,2021,0.00
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Malta,2022,-
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Malta,2023,0.40
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Malta,2024,0.29
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Polonia,2020,6765.27
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Polonia,2021,7801.55
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Polonia,2022,8966.78
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Polonia,2023,9462.88
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Polonia,2024,9334.84
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Portugalia,2020,221.95
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Portugalia,2021,308.86
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Portugalia,2022,258.69
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Portugalia,2023,228.27
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Portugalia,2024,391.30
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Romania,2020,15210.75
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Romania,2021,16963.88
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Romania,2022,20790.45
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Romania,2023,21230.23
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Romania,2024,20866.24
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovacia,2020,335.57
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovacia,2021,320.21
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovacia,2022,385.30
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovacia,2023,578.29
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovacia,2024,928.63
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovenia,2020,99.92
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovenia,2021,170.14
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovenia,2022,364.59
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovenia,2023,316.41
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Slovenia,2024,495.12
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Spania,2020,7125.31
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Spania,2021,8082.65
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Spania,2022,9361.20
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Spania,2023,8053.21
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Spania,2024,8566.93
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Suedia,2020,34.31
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Suedia,2021,36.64
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Suedia,2022,52.80
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Suedia,2023,50.49
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Suedia,2024,70.97
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Tarile de Jos (Netherlands),2020,195.75
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Tarile de Jos (Netherlands),2021,256.20
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Tarile de Jos (Netherlands),2022,299.42
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Tarile de Jos (Netherlands),2023,308.06
Import,"XIII. Articole din piatra, ipsos, ciment, azbest, mica sau din materiale similare; produse ceramice; sticla si articole din sticla",Tarile de Jos (Netherlands),2024,404.52
